,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,target
451,990.0643295876987,472.85605201914126,321.0,,958.1881378230032,273.0,7.878137018794556,53.87697599575335,896.4756551779432,357.7879811931405,689.0,204.676279785314,336.3798309630854,79.50199980601019,373.1575272870261,360.0335732884581,621.2365749694878,824.6330984934704,413.91054928421147,0.954278379535861,0.4340294085814673,3904.8810901529637
9312,965.8065556939006,475.1675431057065,321.0,421.49181918926234,1011.9791682030259,273.0,8.036414330368734,75.25659906297427,,323.90848231043265,689.0,169.44105556961955,560.0096911540411,,375.2998861602488,315.5154326872127,595.6536738680446,719.1291827200622,390.77203175018695,0.5732043660503421,0.636450743149258,3255.5921745960295
6110,943.1500974190362,455.2161210435737,321.0,607.6661432961064,1251.016333699474,273.0,,55.98604558262153,851.1174609720118,274.8811542461874,689.0,197.8415011356142,385.8928150818932,89.99264584969656,368.86731281032843,326.2597012567068,631.0256874144585,658.1316750732632,382.2457468393284,0.8318372031152697,0.3803990788228266,4655.238754239456
9349,967.0689074971074,479.34705728520436,321.0,494.3028579004039,767.6608254256319,273.0,7.77862700487263,55.28590501650722,841.0469622141427,396.04122629390395,689.0,143.3679325722116,,77.5301757286039,376.23139378093646,403.1923304370858,662.6385996108069,684.0238670825833,458.478235453593,0.8333261937208285,0.6027837563741762,3174.224307204676
8358,942.2141703865539,482.32842372776355,321.0,402.3301978954386,827.3892422158671,273.0,7.561693023972428,61.21254464121519,814.3423600859088,405.3651820796408,689.0,267.3608922584393,466.5496291076463,67.36238481588816,370.3696658301714,432.9195919606099,581.9923007171027,693.5094342267689,494.1321366018251,0.6880296971063203,0.6452972635873794,2888.7434085680006
5828,1002.1863296415444,483.4373648973194,321.0,561.4808305315797,776.9374283377408,273.0,7.2627769756972125,53.495818361600136,822.6677861042173,401.5328734310231,689.0,148.37205341891985,570.2180483579788,89.95659265481675,373.3054958495555,351.80244304771594,637.1871118697632,707.2674563875602,,0.5629425461441699,0.84971403993915,3101.123647955128
7016,970.792946478238,474.9200195772477,321.0,519.5432147473346,995.1339592908319,273.0,7.5096210584850995,49.282206343688735,898.0396711681269,378.45059233956613,689.0,206.70564815347785,434.0927013783723,69.59946243856787,375.0001717650796,313.3632186826639,616.1311012913374,745.1445436709415,362.64542502635265,0.7394733866308518,0.5061551353105156,3708.8304359664326
3446,986.0246241207763,417.69030384430005,321.0,458.1062897109301,1154.1901815483407,273.0,8.322731635693362,42.841979392732334,842.9335094423211,345.2288998904454,689.0,202.5088902958168,511.66724682974194,65.64305618050511,378.27415509145044,267.25603497565095,614.4642795116837,671.3828828715292,310.0980143683833,0.6273608521727662,0.5001864616763487,3969.5264375860042
6275,992.0151098357878,469.0248525058113,321.0,532.4632244406711,896.0008710270763,273.0,8.33547423868484,55.42846560464809,867.4296113645164,241.09834631648812,689.0,176.98639201313682,431.1249606826375,74.09763026317745,366.80913526109583,292.18347491519063,629.2501254071179,777.7046340675407,347.6119405198387,0.7445637095373298,0.5638639506752752,3676.260920730271
6177,989.9631992102469,468.022693550197,321.0,526.0106844599399,1005.764397604033,273.0,8.583448720247214,58.33139781046095,851.056443914832,394.0334047823158,689.0,213.2115740290624,422.04941735496806,71.5543905595338,374.7656547291546,305.97234129150274,613.7282571093908,730.8243865778965,364.3037391019637,0.7605744417602651,0.49077478690872545,3824.1602578122065
9055,978.5549950897423,490.5627253781239,321.0,580.3838338591937,1045.0964270162542,273.0,7.676375561758173,53.64409579535197,878.701050117276,269.1205750888446,689.0,210.7716548300917,530.561724276292,80.84762760383919,371.1174260881281,243.8258713335413,637.5593025271422,693.0799053419605,297.46996712889324,0.6050191435084338,0.5850267363612583,4117.8756677612055
6810,968.4891568922563,,321.0,546.1545684194588,871.2114543080235,273.0,8.337520996461771,,845.5572864916705,290.02288631087964,689.0,214.2591617619458,612.915109668058,57.17804691151039,375.94444395703624,187.84330328648392,652.5081574271449,790.4822291334132,244.82537377853595,0.5237266873284407,0.7691509945904038,3431.976486100504
5662,972.9851990419501,431.60631008475394,321.0,566.8776202647264,1248.1680820727747,273.0,7.958474062657918,52.17498156205222,895.2298183383739,367.47381932738523,689.0,183.28065454180185,537.4757770819585,61.226282913673266,368.0787753591091,320.45258222213357,645.822618175,748.5512384919728,372.6275637841858,0.5972362173096619,0.47966461295933405,4100.55367967153
7316,940.7710727747119,436.5251230743613,321.0,621.1734555521962,993.9355869692149,273.0,7.714437917510001,63.1097547092313,867.5508860611873,303.8630140371695,689.0,173.4771051508073,543.3645950295073,79.7165421650555,372.765104062551,385.6583639486803,601.3686215677886,743.313427976338,448.7681186579116,0.5907635553298576,0.6268828134975124,3562.862175981462
3090,968.7875397695678,419.7196932521821,321.0,595.7637822765067,871.1331675946187,273.0,8.526148937823127,57.54763170339266,795.5925723915642,404.3051706740695,689.0,164.91567875048582,409.82841221944005,78.22954401894249,376.70398644501716,328.9574076881445,655.5154707883053,786.7904315963527,386.50503939153714,0.7832546266414603,0.56025642736806,3513.5323406061957
6323,995.3620655012224,461.78613891628635,321.0,683.3003664847553,1158.9932114225019,273.0,8.203539266111356,50.63132115201147,879.6753174353629,364.13069263675953,689.0,129.2819592555958,262.8872274749927,75.84806291219871,370.57676241195446,386.86733186776684,603.6529063384274,691.0233756929388,437.4986530197783,1.2210558994561092,0.2922668459562772,4631.969997067143
7174,995.9590434018647,489.28351679284225,321.0,606.1803065706044,1081.062271455727,273.0,8.209888138207154,50.48852473883302,871.5582860616144,343.29724964917074,689.0,249.71851502588157,542.5861290892611,88.64734340224248,372.9297643396243,228.62721248124498,678.3079787529226,757.7932380018453,279.115737220078,0.5916111429881248,0.5839011212938761,4198.8720433205535
8487,939.9333771464871,472.2277664237635,321.0,758.4638365217216,970.7997456870941,273.0,7.788102040691741,61.461361968920166,826.1419395495626,295.53171819722826,,200.1314625189519,486.07243992837317,70.21013776342288,375.8142398489632,301.7097065751521,650.2054911740738,771.4885616172786,363.1710685440723,0.6603953930144693,0.5730147542406709,4102.076211061223
4683,960.6056925973213,433.7126315507282,321.0,675.716544362011,1062.5894671945405,273.0,8.196539699863584,48.85943924447531,836.9343327457993,307.79900069110516,689.0,137.31573069122064,501.2883258023901,66.43615611535549,380.1379817108562,271.32740396092703,622.6487552968948,649.3916741858144,320.18684320540234,0.6403500410391355,0.5342839350898683,4236.639191725015
4867,973.4697678202944,491.1571347081694,321.0,430.1032961458508,1061.5645762514146,273.0,7.774670481069071,55.305870164896454,840.8997560950403,413.36381308999654,689.0,182.8664964889266,452.01319188757657,62.477194838732096,372.1693167966957,313.8677868308122,652.3480205340483,616.5538306712206,369.17365699570865,0.7101562648194529,0.4846529342030907,3766.2400431897468
2896,,488.81102781924625,321.0,614.2231661479806,1075.4295482031707,273.0,7.951258422413604,43.73030467990915,865.2982161365869,293.4132373172736,689.0,186.18049180542897,486.74170162176324,69.73208349261803,377.971303030311,259.54861566743057,642.5912592098049,775.9022849668365,303.27892034733975,0.6594873604017647,0.5174432728244621,4102.832539811349
8428,979.6010470421559,471.80931948538876,321.0,560.6705292696486,1030.7303921449686,273.0,8.049629030027516,64.9264240669182,839.2333543909925,323.0828127660796,689.0,139.2021641535495,487.56350500355956,69.03345751162632,369.5727381982347,331.6822453071734,617.1452406964506,813.0851181788896,396.6086693740916,0.6583757740392331,0.5400024747081509,3580.1236267748427
199,989.1309264502712,,321.0,537.753808582454,775.5473628436079,273.0,8.325278648142978,57.15993777589482,775.0238297825044,291.055749181664,689.0,189.95961896431928,518.1547792635458,79.88031793235041,376.280665339213,327.4328379097692,682.8411690240079,733.6451925407065,384.59277568566404,0.6195060102624891,0.7711135719721252,3297.546638586422
8779,981.4234570530039,468.1497378679624,321.0,631.5089427560897,1228.9380849387492,273.0,8.55000792811296,63.780974337278835,813.6205689274765,289.0123629452347,689.0,137.31375159291107,518.923752707413,70.4383510891498,375.49771027503783,339.67468135507204,601.1096515341432,628.7100396102171,403.4556556923509,0.6185879877828426,0.47957021677453904,4380.275171780004
392,1009.8353355906792,473.7715287258198,321.0,526.7367812551897,1032.8051694763883,273.0,7.995390452015083,55.92713983592776,819.3473005508603,282.92037841052945,689.0,205.05511935255313,446.32352215758266,88.27932396552895,367.8183731688217,270.4240847670195,664.1954849869724,834.2773206123345,326.35122460294724,,0.5176221633303255,3895.940946945328
8329,978.8843294877746,464.50852881207277,321.0,518.1506548447152,1008.9267279315256,273.0,7.761828647792394,65.04592022070923,837.5624694258121,347.76919790554956,689.0,177.6513874473271,412.7417199361958,74.51600426653562,381.0991984314102,276.4173297253401,644.9883272037512,675.3831394788282,341.46324994604936,0.7777260802460729,0.48294659137605966,3970.515110461209
8781,978.4245456441587,,321.0,,831.6445462364766,273.0,7.906862716696595,62.94947238490676,788.5291542726791,363.134426726707,689.0,233.09907398607427,408.92867882866733,76.67187558332023,375.2841778767116,297.5288464857285,608.5311393558459,830.690010233405,360.47831887063523,0.7849779597739888,0.5839039726882402,3405.9657735750866
4285,989.0242296656259,410.7401936480415,321.0,516.1948655821514,952.1926299433977,273.0,8.385841633595824,52.65354615957544,787.265249753774,398.7763052986552,689.0,165.58167238928166,441.6172472762302,73.84498728106448,374.22422725439156,293.3986478538183,604.1224325242002,741.6807567624084,346.0521940133938,0.7268737848891474,0.5413423905496264,3560.0821787580494
9298,976.6723242197521,460.495375845712,321.0,416.7345097638145,1024.7210588774394,273.0,8.02909796882638,41.99822368717648,873.2847873498835,327.9638455768027,689.0,198.137740033762,396.6206254673555,81.58504900138166,371.8510860517461,,636.1243906564056,807.4847038568461,311.60813742130233,0.8093376375012056,0.4666691196847282,3625.1086678350707
3198,988.7878793394275,429.2787439511132,321.0,,968.6782266216807,273.0,8.314666544452468,33.34754332848017,827.5446624158998,386.6946289164082,689.0,181.07824705726537,416.9457994195824,72.37917963142795,368.5613715513768,207.73319974761725,643.6711991302886,716.6965854332318,241.0807430760974,0.7698842402222408,0.5051470814591946,3843.4229214593997
9365,960.3243835951898,443.31207787968106,321.0,535.2552298886554,810.1697786618973,273.0,8.339168255294245,69.15858214287847,856.6053186175732,328.2562492938822,689.0,189.94044814050037,497.9039865457177,79.55920178389465,370.8693519930217,365.7109799913919,703.742341440731,741.4120553034198,434.8695621342704,0.6447026106920428,0.7127681179164315,3274.4871311029515
544,969.6642139000201,481.3472357291797,,649.425487400799,761.1408742289445,273.0,7.8888931979990256,56.51881286584821,875.3858597143582,338.9060979348699,689.0,245.89324970149542,319.6487034374317,81.49674891646819,371.1105609575046,282.73816855956727,611.7255768808337,807.725965880098,339.25698142541546,1.0042274426520013,0.5270318096637113,3805.743362495466
9449,959.2689136872889,514.8720704762775,321.0,504.2463876226443,874.7622160117821,273.0,7.693866409721955,,919.6932303015329,346.0903926910673,689.0,133.30873497399404,452.8689674681951,80.51721692380751,372.92640265532947,,660.139245932194,670.8165315716341,,0.7088142996297131,0.6097499121804988,3646.713215104084
700,990.0739417688401,425.3496168881103,321.0,524.8427206152021,1002.6323678979303,273.0,8.235278041644841,70.94782492283629,917.0450016287248,323.8342430725187,689.0,178.23239844894195,,64.48506135067439,378.5095280528114,346.28741438944553,595.1646610302816,910.4399486695992,417.2352393122818,0.5474193073588236,0.6491640167682345,3156.0529188916926
9157,978.1760357064786,428.837088224439,321.0,534.8658929323813,926.4270348832493,273.0,8.349139279028881,42.32512449751954,821.859038002767,254.55056823666627,689.0,206.71148307747399,465.2441170632721,53.01558915491076,368.2627262837526,312.3750895890253,616.4260799830465,767.5009080039214,354.70021408654486,0.6899603632308687,0.559417727142964,3624.0416148993254
1152,982.1938559560388,485.2271780571016,321.0,551.0116974823778,834.8524863012402,273.0,7.806408458227393,61.6761622568193,853.8286712830474,344.4952948711363,689.0,153.88356396378342,530.3867734866114,87.02371039207188,374.40835866443547,330.4114156731265,644.5843107450422,754.8788488687259,392.0875779299458,0.6052187121670428,0.7395444033640965,3250.8472397274227
3836,970.6997316036378,486.67780556793457,321.0,639.4660101695291,782.0503848914462,273.0,7.953510073016997,66.39695182527902,755.8152324565051,314.61805691430544,689.0,,479.79155684935614,76.00160023641803,373.20441725312503,256.65354752017686,645.3173341742367,711.9882014520649,323.0504993454559,0.6690405352439056,0.7106871473030756,3700.559473230826
6029,992.0061133406759,426.31424287586367,321.0,545.922279880917,892.4659784016732,273.0,7.450858143588627,44.91501161550822,857.6127747517311,362.69916286054735,689.0,200.84480292551967,426.89241424094917,,368.0150290008525,313.46968251426017,670.323541943432,706.6881417505498,358.3846941297684,0.7519458985251943,0.562446920432342,3753.5568542738583
7553,1011.7394654439208,493.39990101915356,321.0,645.994342846259,1035.4078469088563,273.0,8.06036794174867,44.47687306326144,839.5218920179165,296.93157287865193,689.0,136.28769690168536,333.6715070513417,66.12274832041379,374.9468827379167,481.4521934136789,687.7749617711701,631.3203124494371,525.9290664769403,0.9620240062949339,0.3861224893797314,4296.650776910988
4733,935.8286191264876,493.71595864634685,321.0,614.4719089576562,,273.0,7.6244395621391545,64.56198381865033,851.6143692139937,342.20592721161853,689.0,229.54964327251523,444.93152349054725,86.10325603985983,369.81966383980824,246.68860502696393,670.5732083856668,940.8103564134312,,0.7214593326220451,0.4651383912973222,3991.446602256487
3748,941.4808710310291,508.35914396088305,321.0,468.30928262397117,,273.0,8.211672062006134,60.80104570158033,,341.27401933536356,689.0,177.14574721968566,525.1231036948169,89.6139187838638,375.9503759840231,348.4725891631917,632.3413038803261,812.8937630261755,409.273634864772,0.611285235293235,0.6092755165036114,3214.2817235893885
3800,974.2215429127687,432.6738962499958,321.0,372.57024360535144,1006.7232380889759,,8.115043689903331,58.937624945458,873.2608019139572,360.780453858786,689.0,171.25446809128658,416.48393634653144,62.67178484224414,372.97280415887565,354.07629245648525,617.9095511193905,759.4397203161869,413.0139174019432,0.770738009287626,0.4759557573125445,3300.2006462177474
5996,1010.9124763104255,425.82653416444583,321.0,538.1750856382081,674.807871296977,273.0,7.92347778180977,59.3665093654666,,375.8711138979407,689.0,185.0728929673961,446.78236799575046,66.96073619211042,377.9238374703894,295.3758057916107,609.271873619581,737.5781649099117,354.74231515707726,0.7184706089454568,0.7613175928141583,3211.927809137586
2276,950.2720622401293,443.04575044954447,321.0,625.0678314787846,970.8211300427292,273.0,8.234845652811865,62.2927071549181,878.7190794332184,306.68107353446203,689.0,174.75379334832215,531.039044242104,94.15607049655529,371.06291478285414,289.0898174900712,617.1899008562181,702.5446556804558,351.3825246449893,0.6044753271543893,0.6439858954358999,3825.069577855687
6750,978.5553761463814,445.0926040025727,321.0,508.5336833896405,815.4789600142077,273.0,7.510048009192624,57.61869419009268,858.3342930462209,250.92945906571688,689.0,184.4945208378719,486.8703352216929,73.35185114898282,369.3079308744809,370.43620621621443,602.3345159193163,737.5863409853241,428.0549004063071,0.6593131205125384,0.6869854574309499,3249.8136995885307
1997,1022.9759171255607,474.58221487602964,321.0,730.3955319022069,894.8912410865614,273.0,8.834405065931866,55.74304025443735,860.8583646018628,308.79377768097964,689.0,211.09079815781044,405.25339310184125,78.91277127589312,376.1822105285228,327.1747386908008,661.9140511464838,695.7420811384515,382.9177789452381,0.7920970076105738,0.5410335269231915,4348.288186629779
3650,976.293344563519,497.091618431811,321.0,489.2218367699041,1161.823933971123,273.0,7.723136190834062,59.74051394325217,847.1275351171558,368.0064247991628,689.0,157.56923654583528,357.6575167306034,84.5851146414725,372.18927871819614,308.985377655335,663.3775449299602,728.1208733619349,368.72589159858717,0.8975066508717758,0.38064513773656494,4119.096802843063
4124,981.5262533840213,462.31176332515946,321.0,,945.0396623910145,273.0,8.095170804777764,49.41184560858238,834.4414536511629,379.00917825274126,689.0,237.44971886256164,512.5429694034702,84.41586738051079,366.4691347794461,271.4133274149316,623.2962056937677,710.2777052632165,320.82517302351397,0.6262889536336826,0.6316759608518807,3379.4559278939905
96,995.0260831258535,455.9572847181201,321.0,478.94979905046296,893.7711011784623,273.0,7.5446246304190145,62.021190059113735,862.3035019905637,399.0597151241508,689.0,224.0320457449241,483.25342101910627,61.310965114498764,374.4001975199212,267.6299230859628,634.3768758848208,736.6580004831159,329.6511131450765,0.6642477549834225,0.6092884245368658,3486.758421589953
8792,946.463691823333,464.2672927811632,321.0,716.2170043902365,,273.0,7.664039871712001,44.71039057049701,944.9823750746556,356.24094608288306,689.0,190.16221749646658,428.63503355199754,64.14028840942784,375.42194465218415,350.7936552967161,658.3464250187174,732.0749304762651,395.5040458672131,0.7488888561906586,0.5581362559230841,3918.0441447266608
6741,989.9167199579,474.88760210056404,321.0,446.02117950543726,1163.7467867035718,273.0,8.56136540648221,54.76637659153209,803.5277716604393,358.9263987636283,689.0,131.627835827014,386.7251827793182,69.90689664932957,376.6723906455761,315.7511317564374,587.6794016995755,822.2595310370272,370.5175083479695,0.8300467988483083,0.3923809583372542,3698.815459299802
3203,995.3726256130883,,321.0,615.1613712215653,1061.2564053735098,273.0,8.038977523283195,53.760734323980095,928.6822836812673,298.18571417197563,689.0,165.89245055002112,544.5918448822938,75.57395124747893,370.1907163430183,356.1375534792919,684.5947374325127,838.2709568712368,409.898287803272,0.5894322564991399,0.5843694257011387,3770.15819870725
7109,,447.1795220932739,321.0,536.1041679989506,888.4569752801935,273.0,7.625695956554227,55.90930688152599,788.0134048466223,370.0620587750553,689.0,,427.6329716228813,86.86010069401597,,261.88774575501674,643.2577753627293,692.2072614293959,,0.7506437092111825,0.5790860859127602,3667.1021502778685
9147,941.2904748794674,478.2261261299486,321.0,558.7885008170895,1041.855701626262,273.0,7.922525260989754,64.36139153215476,874.7294075136211,374.8188698393645,689.0,187.65702441190294,440.94153638083316,79.38613378498533,375.9331257536539,275.4626917155584,647.769595977714,675.5545527897395,339.82408324771313,0.7279876661988091,0.49942393111985117,3996.586064056534
9024,971.4599320088881,466.4345143155315,321.0,662.045989063722,541.2506586084487,273.0,7.672066881748207,60.43348092297215,924.9708127352928,332.0793628892808,689.0,188.30720355098765,442.41719611812135,77.32835650947509,369.2724649480413,353.1080401716894,661.2898641141708,817.4114193158606,413.54152109466156,0.7255595008886045,0.9602677509231273,3045.5980108325384
1762,966.5407805129965,510.62650356552916,321.0,570.8028204062743,967.7635798536529,273.0,8.273666099428,44.99702793808881,788.1376301831975,324.5573531425846,689.0,209.5716231658975,474.05615018786034,59.25520861718331,374.3252641374972,340.8988172238937,630.8035910767235,602.4881783331477,385.8958451619825,0.6771349762529042,0.551076078814303,3915.483503684792
1281,971.1838724908155,487.68868624662167,321.0,572.9548499438955,1089.1372221373058,273.0,7.758873185502827,60.446381404329195,836.3097289602554,294.8692417155368,689.0,243.21318944254554,603.8610548007571,87.9725339381484,375.65036898862184,339.0098863596107,631.1321918842034,733.4797798146228,399.4562677639399,0.5315792390451698,0.6352125101199481,3809.5046413811274
4691,972.2768467520378,428.7376311076316,321.0,553.2402141060712,1043.316086500256,273.0,8.24713547295634,51.57516345908268,849.7710274221348,303.924141036255,689.0,169.5040925305579,,75.20899507332268,366.56936109682346,364.3280593414952,607.8407624003601,752.5241522698518,415.90322280057785,0.6465229073501476,0.54797499200234,3667.9040120304617
5177,966.3299108335397,431.2433629990475,321.0,459.03597072207396,883.8930245931086,273.0,8.32443522583289,59.51505491518986,838.8070012425167,431.34801016345983,689.0,190.14878812518592,513.7555956402366,58.10083066605981,378.0919394948003,338.41935722758234,643.3506356924775,904.6783237663241,397.9344121427722,,0.6469747021360925,2807.626089982304
3140,986.2430768338153,500.37181133399343,321.0,596.3171711796257,965.2794521026238,273.0,7.843566036792257,58.107738693653666,865.9952503838149,305.12334029324506,689.0,159.9781617331398,530.0911814226275,75.48634753123912,380.6471221688176,270.392364403489,605.6787714958899,750.2108005107599,328.5001030971427,0.6055561972159564,0.6273598051162956,3727.454133049298
6805,947.1845503159033,419.3776194546567,321.0,509.82215752119765,791.0109602548589,273.0,8.233417533693235,59.770540984700745,903.276938096265,297.04713879999537,689.0,174.18155403558598,422.9788995571769,69.62040135024779,376.6988212733352,381.9546084628743,662.9283708120038,693.8875710596725,441.72514944757506,0.758903104471783,0.6227464923478585,3325.5690539891275
1691,952.8392604538542,450.74757361868404,321.0,575.5897396870059,1038.3204692694555,273.0,7.529274476984261,40.423553695513924,,352.57282401829065,689.0,200.03276019561835,441.929144062655,72.53435462758159,372.01889391458184,433.4573957491365,628.0226058888694,673.9963548108225,473.8809494446504,0.7263607850096664,0.49547660276042155,3813.548517549453
3331,993.3009674208189,462.5884276245345,321.0,,1054.3020158118381,273.0,7.724253442104363,53.84761080507927,874.0066279941595,408.64964377802244,689.0,180.84104616109724,496.41144603265064,87.24424598070706,367.04633029172385,236.35274208573088,649.1100777423093,675.9143708780009,290.20035289081017,0.6466410123405711,0.5535944001434244,4011.7695724748273
2165,964.3895492449063,448.0965893184483,321.0,540.6361416770967,965.5401585472796,273.0,8.385786731842535,61.63548186392065,822.9752958410556,346.3023069074154,689.0,147.31966479728968,410.8461826844989,73.67257896208966,370.93528370431244,303.03476836144796,683.1430272441762,815.1929501602482,364.6702502253686,0.7813143057641734,0.5018110923274075,3611.834772221418
8694,978.617080033583,472.2705750418525,321.0,522.9568868074464,1280.2627366753463,273.0,7.657373496337094,49.74010624566619,842.6981636163996,350.1333725489472,689.0,180.6723351678002,544.3096101349063,81.23615251663196,369.3155309169157,351.8505637526678,656.1862468964728,802.8891221764343,401.590669998334,0.5897378881854404,0.4886073340508124,3921.1924011949936
265,983.7828516353443,456.37303161180546,321.0,456.1312099134855,798.6014695125668,273.0,8.237911746755717,55.72876665992986,842.0913331110952,404.86269021959686,689.0,115.568435916311,513.9032841986735,76.68859362076097,375.83832740072677,401.61493764641136,595.3999140519827,585.155135086291,457.34370430634124,0.624631151171827,0.7395326710078649,3004.1181107247253
2078,970.9308102982355,464.50118662316567,321.0,478.7373692276878,1037.343640126036,273.0,7.591251732922374,45.495667230123885,887.6582477423498,435.6760181995178,689.0,204.13690756930674,549.8583131417906,63.33892867923757,366.79822703402505,344.5733193052161,661.2331814993948,698.8576928201741,390.06898653534,0.5837867543838052,0.5911225731778965,3487.0583561762496
3877,966.7684305840511,443.258019621748,321.0,562.6320305987896,786.9694916674114,273.0,8.256482296263403,63.71973664702905,767.2598257377471,398.74938548891026,689.0,197.49788477856043,476.8289931142298,61.77937973062261,373.1193052481091,342.17397514141715,641.6751573724327,852.4998064175187,405.8937117884462,0.6731973194488633,0.6844081994889819,3034.413454122314
1730,983.1469859533614,445.07439265687435,321.0,521.0839382647022,955.1823919516535,,7.724842770459664,61.33369794603089,809.8608774244495,262.09312446996904,689.0,268.7162324950057,461.3926522544332,72.82475963577174,377.71830396528736,350.9707779339034,691.6267452583297,724.1679786322879,412.3044758799343,0.6957197918769322,0.5592831446554182,3840.944497163095
8500,976.462501105074,476.96076302146344,321.0,526.0755793462486,863.3378438912374,273.0,7.703371910212104,60.13971088869014,846.6118979417356,275.4470533047336,689.0,190.77250166151296,444.60782701539995,64.48420524043792,368.29032671053926,262.31742699216136,666.8243981074095,663.165275095955,322.4571378808515,0.7219845906781157,0.5896788098170904,3800.748282610598
