,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,target
9640,106.00795133842763,995.8791350556559,69.21738953760035,514.4933914614028,928.212116391142,1009.717587193306,462.84888058003656,249.0,488.702651643083,866.8582181977828,769.0259030034543,,448.5179398240972,662.6078812205668,860.9730492628896,396.01175768902306,407.62155249709684,179.61322132350045
387,91.82057440151827,905.3141108327978,57.64648962740223,605.009390475187,811.3644588742027,1139.1846061935066,357.9012915012594,249.0,476.21895042418805,995.4314821797686,812.2847565182032,710.6407780676625,752.8458991358048,603.7330759096805,934.3673274649034,384.3846513387393,519.6017575944595,85.54656829285119
6679,94.59524004984694,967.480654767111,61.29424322839991,503.2613686188266,853.9340034083608,909.947613500073,424.4011567437019,249.0,591.8173032121413,938.7921992351324,971.1817908151677,736.9175979514206,462.5137526052449,585.6399615739685,1044.939957015433,405.42114961564596,737.0182799934155,423.15586168993445
1170,84.51855909204144,826.8223790845872,71.4824271592417,616.1842007638959,720.3947756013354,764.176864985023,374.48712420090555,249.0,627.4635121727617,1132.5549615098557,927.6837067428567,729.1961599559196,635.5938520334329,506.1645598919371,855.4184035295418,357.2821260459559,414.13075840263525,-213.04972693301198
761,103.08927132635789,805.0600270413289,74.43276892287172,705.5388046412077,800.6314458070873,1000.282677246635,382.47783658240394,249.0,399.0358388614451,924.053698116468,937.8184712945415,705.8295607651962,693.5417077117277,566.279219615699,1024.1464246048176,321.12990541825434,332.7321527172589,189.20186003172682
3834,97.80002010649183,775.4305319258361,59.53429143875817,491.70454723084504,748.6278613936663,1241.7637177154425,428.1207746269975,249.0,545.7512688072147,835.8269725649683,930.2049317876788,698.2888627177515,840.5107196476494,652.1475119037766,1092.1244589216176,289.2581521816477,664.3039529511495,439.4019343711898
9980,108.70386827388003,812.8257861472762,69.38797906062938,697.9024408431709,774.294989522933,1032.3178824741956,422.10894314373365,249.0,358.3681556669253,764.5693211469275,1003.0836034230008,725.8853140520467,804.838239600021,536.5151336829451,1048.574981371609,309.048774127355,538.9588376946557,415.59565153149583
1718,104.319737369139,891.75996250601,,668.9925997584029,777.7178781358148,1089.9918516586467,299.17433096626365,249.0,586.7108306175845,1156.353457460461,900.5504774527243,722.647721364397,633.9561282363337,585.9509115707531,1132.2248109449447,400.0386444496283,375.5235144482465,27.358947025721022
2567,99.13418241547032,865.939736074217,65.1804942062612,608.0159772118438,723.9219030174859,,465.8023756390017,249.0,508.2440789372065,892.285820461078,805.1951667152227,732.4409343293971,821.4489381499078,600.3850597239892,777.1933175712384,404.40114157475824,483.0711856632764,-126.01674619718216
1112,95.97213236747226,1005.8151481702706,56.76224289927811,719.6913653908231,755.5863643080258,972.7737417781557,445.23644495696124,249.0,487.1661378777481,1080.2617138135884,986.1700131336185,711.4010425826808,629.9909046278973,547.8990171834122,982.0268867259914,388.2610340238905,591.9361907437876,374.2754159738806
7251,96.86389541977766,861.6568073247172,64.81193736108474,649.139577101441,809.5470788106055,1107.4757694568052,439.49200927240037,249.0,545.5720319624045,932.1117922788768,648.3417606301405,688.2609533691359,311.88982725387126,627.4598917716032,758.4781466393295,410.4294804329351,539.6663533936253,498.78439828246917
9982,91.41438882522354,868.5249759710297,75.93079633926538,714.6265070753022,818.8507142287236,1124.0426223796785,408.5223706433355,249.0,612.8277350338298,955.6121613830727,797.5182797731042,735.3731032458659,372.97673577399223,534.2131743263624,1114.1455278123533,418.1512921618758,537.6028217065862,525.392293243207
4834,89.9346410758298,918.8096974374259,69.3516446283353,668.5308846448493,,980.3719536402727,440.8511630741278,249.0,634.1521490752237,848.964241235217,1349.2982510867732,719.770057489439,769.1415281632488,523.2205256361158,901.4157762221284,399.69031235806074,445.6701843794001,-0.3824874664706499
1891,92.02946696154027,821.8253050121757,73.574392528657,687.4778300848816,767.7669398117064,1028.6694939312713,493.35589999516674,249.0,595.4010474996242,1040.959648123054,783.6934394100762,721.996904005777,519.5764901242851,625.0393288628369,1473.2726148984525,360.47875478061417,352.9393150572223,529.5044426605077
4836,95.53516791942477,909.6794393075983,70.14325476538556,807.7484659511972,854.0590023135721,945.9713359891992,425.9977639305725,249.0,530.3405036868936,942.2760943296291,1046.82772997359,752.4163552154394,939.6107009459924,453.0261458595065,,392.57119518453646,471.0290378204426,-295.2348120686295
1101,110.5827388392297,841.2980438042499,81.59084360377511,812.5489752530233,725.6109305437993,819.7399433514762,338.94992624711506,249.0,555.4518611370454,1105.1540484290394,937.396892744134,743.9403287722118,811.890634661971,488.7690004884772,960.2151770724323,285.01193984942984,569.2554508566375,50.28792000948823
7923,93.15708859507062,785.6989344791185,61.471560254167436,794.1222665496122,829.6013810636006,948.7319420252034,351.1711566946226,249.0,520.1876106111908,971.4312244892446,770.7151701636609,727.6242168418013,502.35360221333707,573.9697806453828,1282.0656182744538,394.1276661505496,439.1889299271226,440.4345831623557
9782,90.67034461940769,815.0090422769323,77.80048190733083,617.7438055947482,765.0714936766034,1043.5506616324828,385.72184975207705,249.0,631.380431013059,804.8787364357277,832.5254133936924,689.054306342539,926.9492709402781,577.708957567877,1152.1761818003004,344.73144678755546,485.2380180396733,9.391711311474864
978,84.01400210464298,906.3939699814892,57.63735855178759,515.938967874332,792.8019124560403,952.8133002187067,347.14223474580643,249.0,506.0366046729272,762.7409136032423,1018.2923828206249,717.769350354997,,564.201776115107,884.2268269394533,392.9466096367615,,45.24676571762143
8220,89.64883596421579,861.8555221871648,66.40490681095577,734.0943704536323,774.3992720058393,721.449215839996,424.8267208742576,249.0,561.8666567108841,942.4895209541443,1191.3412312873475,697.1876643955055,940.9852866123433,650.8683708078314,805.1441802905239,458.2341264644159,587.4223312275985,-93.0009895743259
9185,85.21647004383503,802.2207644359198,71.9486852268941,741.8648716829451,877.4991041618364,1043.8741591336836,404.49205963079373,249.0,522.9510720761658,1079.8407923191937,830.1785317193182,710.4038670846924,602.1370262184944,583.1699183789585,942.3067052681228,,305.31672100095017,81.16441421391966
6661,98.90092586159297,771.1103131812318,60.49820869522457,495.7282832619245,841.017744559714,1008.1888660792772,398.63201022315695,249.0,553.9266432190724,989.517007403969,940.1947986073343,715.4067831525759,871.555404070808,642.7362184804305,955.2411080151589,415.57950621554704,483.60866610608826,-210.74595078472436
8700,82.9379737316087,907.221447990332,61.507600331134924,649.4911796745607,702.4622599535301,844.1101281345096,441.2111763122263,249.0,674.0269730459183,1129.323040623217,896.9423951430484,709.2897095821219,554.4786391919565,594.9043709012341,840.2042223519231,470.885794030723,414.82201962678795,-66.77098282762711
8244,93.84911648441167,903.4909996806434,74.51911939246911,773.2437571616455,878.2855003653347,964.5812868310611,402.56757319578935,249.0,695.4152676841334,802.218400613194,1127.6919908587531,724.4026447866768,764.5868108162206,627.7192162580494,1089.769195723386,436.32563010862987,687.9920659419352,335.4852722096529
6443,95.65111726669775,849.9905258113391,86.34196972550862,864.8883328876407,726.5600904036285,820.8918734159922,366.7730983520475,249.0,513.1659752714967,1016.4522342168965,851.4177654603416,733.8055988019812,798.0205688306912,658.4360093379383,1407.5619073348585,414.18457861143816,646.7494837705517,498.2944956217796
6389,86.88138425162376,,67.43593286877329,780.4165728613044,941.9775501809428,891.7307237305068,413.7117106870365,249.0,593.1060822043459,746.3733745021063,808.2690497581177,703.0764993200207,447.9163425262119,564.9891644280585,948.8577864690967,326.42724996520013,443.0422528217924,386.6780328949816
4817,106.29307655230818,896.5759174533399,86.78950964058009,774.4472086771417,730.0900890554971,954.7512423371718,349.5981679704867,249.0,651.8245864810632,916.4830157484923,1047.564893124764,715.1593239382074,560.8310401100154,,1035.600762272156,423.07540967778976,578.2243747529269,348.038245878571
7573,89.05616887378044,722.8953413427727,57.40416577225407,679.8985267494028,730.4020062722358,972.5826334247884,410.6600059147303,249.0,625.8098808264155,1034.6272294808814,718.0468481665328,703.0733016702393,622.145039137434,595.6576829363211,,399.9915443313803,449.5657270068814,84.41875893484735
176,106.7247650233182,841.6518201250137,57.23851494819525,673.7654316748473,821.9613777576684,1015.7666783195247,249.2830347634522,249.0,540.8108681176636,910.1199578376509,880.3482029940121,712.8697878970138,672.1820307694322,503.83364867921637,786.7968710880339,411.58118956790196,567.4785485192542,-47.0061187064025
6752,109.37786661666773,748.4887826051802,69.95414267719761,712.2151104902734,820.3731162281211,,369.84820148436495,249.0,517.4641444176721,1028.6197716805675,846.7296418260578,707.684878467555,947.0395167348098,606.2740229963856,886.6645637892657,414.17238083971193,466.3425312231266,-235.84993691348893
3077,99.12819470014274,752.814891722637,84.12318075671311,702.3302186958314,760.4127875191532,895.8784871698829,285.98614565978676,249.0,603.8530593045074,977.1305652686725,758.7725238162454,736.2620145387643,566.6549330808466,713.4207330455055,961.6016152607492,355.8188418324355,514.0716325402798,230.58026441452233
9154,108.30977913751302,,80.75504179116702,705.9750567017841,819.314890562908,863.9143942514388,420.99760348467765,,504.2706141130094,1061.807723874038,1077.5205519191538,731.566750312602,559.673763414653,586.450713080054,892.5908424227867,398.52814962364914,558.4025405507132,261.51340319647596
4752,96.34090252356467,733.4448705249882,66.92039814115803,809.114498766034,681.2486431474213,1004.3444994773542,486.30861233529174,249.0,548.5262703981049,857.4324504798117,921.2360548260364,,669.2379181898643,536.0732998968372,1061.7723107503157,310.4242553012536,532.3925992448476,568.5242559877954
154,93.3895333738557,847.9271193058279,89.78283092098164,690.4512946375618,707.9688976950279,857.5875577475522,356.5249844578027,249.0,482.08996677071275,1042.0469853012937,1031.735443487772,725.9356174567371,,497.514179628217,1003.8660538024607,419.2418905667028,431.938621419185,-8.800341563743075
9599,91.92119793561208,904.6855733077854,72.63120976863134,460.20127673608863,786.6062899121329,850.1495871453953,322.13352870430003,249.0,476.4020789578001,1054.9406036790533,1162.848483308606,733.9652068196375,733.6189626119468,473.2202462325389,844.7663714661558,329.67418464723335,562.5500895355152,-179.98216676159439
9310,97.13566397524094,827.448515719584,77.19501656026614,514.9894686768951,929.7024385381037,989.8484534196036,414.75500991936883,249.0,489.9724201983518,872.6572691717832,985.8940002780291,744.927224885189,822.9674223228035,619.5473883333452,812.7893342158676,379.1441082571791,466.2193709128315,-204.24798978026212
9752,109.39510203178348,914.4801121876992,95.99086352390594,680.2119446402048,684.2931920450361,1185.0733437487063,410.76290206108683,249.0,687.5792835923814,,925.8443855625619,709.7052456551804,847.423861468926,597.3104376475342,1059.3687724204976,440.41864639010595,359.45794315009977,-177.99342557048806
814,111.82691867751412,838.0783278074119,72.1397082277738,629.4944695450775,782.4658608817681,1079.7285323738843,507.4417726002127,249.0,658.3103558766355,1081.8857112221094,913.9580531516265,709.7389026399827,710.446854639145,,1153.6102648774781,,548.6359064374525,252.42312028001453
2739,111.88501034122045,840.1968753291961,66.11778456736319,,719.4156882844246,1079.2557803255147,418.29965581922,249.0,580.2154800777165,940.6410468915601,1010.1756972977896,726.7739007782036,786.4464506903715,597.996732454454,,323.5164598273582,540.3228503385809,9.870317846539876
8417,95.39944943360072,987.0900773385035,72.85502070161733,735.376895369668,821.6699619014086,892.8989551452996,387.6256206186689,249.0,559.5018239941561,1014.0574950649711,1065.5559554322074,718.026251901124,622.4804713327176,562.4499055316288,888.2065416403713,382.98691840832396,398.64424776775655,46.7268690194648
8370,106.20063869637784,815.0785109427396,,848.7936430274335,784.6589557664977,699.6989640725784,466.30697887322424,249.0,613.6457093898006,841.7194014005973,932.9886531333494,711.0744304594664,593.2790158697505,576.9885338850816,941.5092385127202,349.27950105537565,447.1923610506382,296.2341437002764
7427,96.01248441420778,992.5222475338969,59.557282692991166,585.8895421950095,812.4521937485302,949.3869623622339,363.4234942188649,249.0,509.44782834823513,1009.9420882186535,969.5285800380923,715.7436912233655,680.2428353633486,656.5682566341143,1391.5016483519112,381.6649111406021,595.3929744422378,424.07919295604796
554,94.60888742824804,906.6173843001537,71.87494594344955,763.535396998558,715.0591948927805,971.0096247143324,293.9318274699701,249.0,599.0906230160726,963.7349418503685,716.5736484278777,738.283212707497,429.5407887604755,662.9520013260062,968.065347794917,372.2028015747304,445.1438163111641,374.70351753405924
872,82.74404959786297,952.2821691816025,65.65798740731272,840.5175075289911,753.4840820380495,1004.0707862325366,449.8593434925384,249.0,532.3286557068233,955.7109786254322,894.861845880391,704.5237474850645,808.4724949371614,629.8506191773533,1192.7300766728285,397.40791663478416,492.9093794987746,385.2409886851183
9451,85.74102503680216,902.5749127122698,71.16904782813823,782.2357142755675,902.738182447473,997.5707453358269,448.37240994936644,249.0,559.4400145533298,1021.3457569265925,1149.5253440564989,718.2800048884436,578.8685576056878,531.7771351624228,805.8928118924993,399.5197772554156,447.462278742904,161.8444002003044
8041,92.89081804496938,719.9915119690423,80.99005844018284,567.1778009633946,794.5658372719599,1011.0715616487701,374.333672123179,249.0,556.8259897026356,1105.8037562378527,817.3189304458307,725.5785564420698,575.7333645549784,806.0836081347073,772.7810927727915,432.8549536913072,438.56233101561395,39.707379253430815
1217,89.34902938143183,885.820899277673,79.65175914051996,667.9523871716806,907.9528789752626,752.5465378166789,430.1970391018075,249.0,687.9913930507801,897.7901008743456,804.703381466761,696.2866327756605,1007.6807848293458,657.0297808800627,1041.3898700689547,375.3891453963382,399.05760609237245,-403.1158344708744
4086,96.86475935980498,626.7678539559349,71.61749130874242,673.6053951039479,800.3891359138149,650.8062866484577,377.7953775454497,249.0,514.7290031348862,1073.3484987434394,1135.2357927064982,717.4438940172914,615.4300280247413,614.5562870492935,1067.0015918874285,365.73821938145386,478.2106139264794,159.26226274324
4387,89.99516817777784,707.1865917616625,72.7654415089656,847.2744447262452,707.9217615769862,712.8881698034411,444.1769921826888,249.0,618.7689931643878,908.0451568925318,946.6556370400848,734.0474987659092,834.8881495222901,644.9311657289372,947.8117366480589,419.4118856587007,553.0755599038467,134.95237123439904
9269,,837.4712444369434,67.64250772195224,784.750385624641,832.5361499568081,786.4545240730181,409.3439695217193,249.0,633.3690666671674,1130.4804830096025,514.1595152110694,729.3662028595405,753.159029874066,553.534861424735,983.3806909931291,382.0643174559991,467.13610494508146,-192.86564330777713
3412,97.09042065265403,641.7410040951848,60.759994791330584,607.2461413776431,742.8277034333232,846.3498997344897,358.79974236360766,249.0,537.1773175541392,980.775546624447,635.5705413964796,728.7728209294463,960.8429216404336,570.0938574020613,1000.2360204801136,378.9201774320421,502.0601223709222,-296.8716341573089
8703,86.97657574140764,883.3188550116117,75.00216501627831,510.5052779719806,753.1735766229416,939.3874121259025,284.8508352720865,249.0,524.7173272301453,1108.689361853504,710.6481846765339,719.6471979317058,796.2282169782496,715.3166992375957,935.2492572117735,344.21541293620345,611.1440422761813,-50.83609589066066
7618,105.52812835102534,899.784042813714,81.41250796584454,603.8207771975038,845.1492348130914,1233.3337275164845,352.0550763378124,249.0,482.10015708320793,789.5790374196255,802.2859774105042,703.1367663383439,922.783620273264,616.4662889685759,1272.919302184071,357.28660539637025,478.73860466079435,163.10733137622685
1628,101.33402534903097,915.5264639611552,66.78533501415994,,684.6777813577551,804.6260469574122,473.453307202169,249.0,634.3343105335645,1128.4339730184925,1185.6363467298117,737.2809488619413,865.8002372569586,553.7778953899746,1216.7800460126293,459.71182378127594,485.5841031886859,-81.7063239760896
2692,97.84772021976212,869.2279163041403,78.04348523486618,743.6827839921563,901.2159126760032,870.516629549553,336.9576436833228,249.0,620.4894966276557,966.2805956182289,1148.6743928165222,718.54410431803,511.0309694592125,544.1011549651892,1087.6093169271116,423.51602068106797,,278.1830514327501
3975,94.59265460837919,798.4753001965227,67.88896590500147,757.8254445369898,705.3363030369383,886.7121293114805,417.80074610680845,249.0,452.6544918275159,1048.5165905048839,676.7329101004,741.7658775401534,729.6120094657425,462.845406774387,951.3333676387997,379.26662543045717,627.4853936983955,176.10973737465997
4467,89.24216678222777,979.4213248297477,70.39819518924138,459.2454573893235,723.3889489158345,760.4520951091586,423.40013401740583,249.0,609.1820920160412,975.8362396637111,959.8931104641056,755.5899159764441,710.079114227374,679.504899872186,619.0614121316071,346.76812419514704,456.85678820799365,-268.6302506703891
612,86.2153876030622,905.8364224891037,58.33535584614511,702.8712835972447,799.0071729722144,675.770792256327,329.7644937112807,249.0,600.7536156483347,819.6611606096706,809.5296125171495,751.2123080779893,772.465521929707,579.1108229042004,830.4506127312624,423.06664789315244,412.7764566029799,-315.8341274293157
9341,100.91953500142242,883.6516718496903,80.86788647588892,535.148128676428,698.4975075438138,811.1518225947673,,249.0,638.8988405178688,938.158307694915,992.1827939891891,726.8327340774414,692.0441179516104,573.6787799885318,942.6209934836097,416.2126085963152,473.3179881156635,-190.2929543625586
173,98.29313691729892,834.1213534600183,88.00957345286358,571.759585548718,812.1997756967684,979.8506943966354,276.8073903122893,249.0,557.6199345563048,1075.5883414731354,1243.504583147879,705.8249693552822,703.4837837435672,591.0467386827872,979.4293763313373,303.4720461248356,452.4077806842723,1.6723359698847275
9660,105.39426218229278,907.7077547630984,78.90702786389966,735.5800712793101,895.1127984083962,1009.5423981456395,351.8004423586815,249.0,453.5088851406507,999.3899180176563,836.968611470545,744.7445615443764,733.5842232849175,593.1954169273581,1054.081210100069,295.8945086549462,405.959216144068,111.24887419495724
1645,112.27757033133366,794.2152823652517,48.50540035540991,419.17921013056736,837.3323635492916,790.2207474086694,450.3322235834307,249.0,564.8667762315573,959.590233430666,1053.1490503772507,707.5913733110141,931.0061082732714,614.6773198820301,1038.584167629077,335.1380993280355,563.092919796389,-177.84386063143177
1648,119.4712641375987,887.8572232871512,74.82782147245209,781.2768134732286,808.6922404151495,905.2921383552423,368.31055360793044,249.0,664.442056818282,749.6816187983402,861.2561652203614,719.2984197803476,805.2237962650756,627.1867548761704,,403.9180090795005,495.0705986965324,100.18489821132465
5215,89.82726143685346,901.2505797556678,51.68426763027328,786.4162035781474,894.6429089806101,890.8044354007407,341.71018887244475,249.0,564.9836734641349,1043.2574489901333,712.5926896921507,710.4850670531725,622.2238889811083,,924.0092411983737,441.8445211916255,431.5849971527692,-6.602540237882863
9984,94.69316857337044,976.8837955487015,61.42775812726366,675.912006987474,814.6586771906702,752.3803079737233,272.538386418135,249.0,576.3296881060332,905.1001967851556,980.7151497420191,719.4835236436571,957.0509479302673,655.4633063213944,1067.0886916919305,399.1792460128,515.2709432974651,-210.43573090623147
9214,83.03772744697437,769.7239018130279,77.4159344353516,690.9956936648264,792.9835171334789,895.0378542809923,376.4592947528064,249.0,626.3397732797539,931.3196202773179,905.4655635016893,709.2931691900801,548.4626956533277,435.24948460033306,1112.2533800660883,382.49838693003414,529.6888248111349,208.28414526306966
2325,90.96986336617888,1024.9028283284772,68.78726357154976,613.7238514646463,781.6984594823999,1009.7744406493658,517.9105174311543,,609.9106394047487,911.0737761729391,918.6071834218749,704.274460547597,782.9940367075947,641.1163254427938,1207.9280224091997,339.4253727727505,482.07247741403813,292.6335834302217
1570,101.48359187217126,766.9446353108685,,692.3717656515355,876.6654817866224,847.3102354131063,378.85021739954846,249.0,479.5782132582483,1083.517937659702,913.9516639747663,714.0246278239953,672.7089713502015,454.9011750821036,893.6565599438189,342.67563618898293,440.420089497262,-101.93679475945459
9404,99.05581318662156,895.1374721764031,73.7615944222319,553.3184670740122,830.2800165765811,781.3482700778654,414.37196960345483,249.0,551.3445517968557,1039.662137044049,763.7324335846076,724.2329707502295,781.4369242561435,614.7046339908748,835.2879696154776,383.75294223204673,342.46466427627945,-419.31378028943743
5162,94.47765185083497,,68.81961366658481,734.2687269048349,854.0048109461911,1085.4618238061248,396.49308439836494,249.0,577.1225097381969,908.6861638987831,1061.6928263351083,751.2354562024639,595.0366575198392,483.56265547902024,909.197374762286,349.5269489801129,491.27529765311647,238.96936522336978
7575,99.49231354341497,888.4974936135774,68.63810487941582,,766.592774543759,931.1313692625462,527.6469112349178,249.0,570.5657723996503,,858.175961820353,696.0639716558964,787.0327000199792,463.88920471508266,1188.0624084536566,359.8721534528952,485.1341769047531,77.66066007187885
7631,102.73278971736931,728.6840900196879,70.61515587551533,802.3404503814578,818.9394974589726,910.0187526406812,418.07887705049694,249.0,603.2936960861061,1142.1653244870927,876.0118043952631,691.1760316485328,565.9724488825186,655.5371435569554,889.1185882866175,325.1301399259187,567.3237196427632,381.03296050943277
6258,101.88033502743039,812.4645275169412,62.832297523908224,667.4951765930912,,,397.15754176630895,249.0,491.79392758844944,869.0469491752863,804.3273439751143,711.8230795956493,715.7787501016828,607.1444862518181,794.9022074251716,382.32375173870616,372.2616005236809,-86.89664728265666
1253,104.14352235609343,849.3477044325051,62.692595507172214,804.8105307168213,,1179.4824817364754,381.3231882676551,249.0,576.5366694146744,1084.9167174630386,1049.892356521938,703.8146857140028,894.4126321638096,500.4592011635027,1011.7424151732691,360.2171519210964,499.0474887712374,66.41771309086778
9938,99.61634755034454,848.8670285285813,50.67373476115151,513.4933512460045,795.2918214643144,1047.02702316543,430.3163464989756,249.0,661.4533389491629,1049.8474874674307,1143.2891025232268,729.5313878939037,429.1959636547568,600.5260203974165,823.7140680403788,344.57120950500536,453.33596835012963,215.95242046726048
6085,102.29527506569546,831.1960052294812,72.05555942523182,587.4159933735475,838.3648135748116,783.1221828994173,379.6404473715879,249.0,516.7274208886913,1011.7223294830053,829.8298575415716,738.1552685988563,,700.5547375757271,1004.0313949976945,384.3961284243548,482.66748440855855,-131.72543307545254
4641,100.39164783915363,940.2796781140067,70.19484425828614,608.695290373276,853.1580565375074,953.723244616331,329.59440145039207,249.0,502.7930223293103,1089.757640963807,891.0838409691871,,820.1677097611732,577.1409874586751,1024.1679783923441,395.101953991482,580.2909663791829,-90.75490566280519
4376,93.72379660273829,890.0452908097848,81.2696966030972,737.3468476646684,796.6656099817839,952.019926716086,310.47542832024465,249.0,541.0032110338161,966.7257534301831,1063.8979106565437,720.3654736323151,899.9635611523047,614.4698038249501,1092.7186231006585,329.0133402209578,386.6705969080149,-42.5591201378416
6854,91.408573661399,843.3878348960968,73.43114297698091,537.8349338391166,685.7061020265306,,336.00784755185134,249.0,607.0623759704829,900.88756665775,1068.8137464331116,694.5952580756995,540.2748196661958,589.9714895901986,1052.6285021851209,367.7984805932597,408.4812114193305,136.86007530223395
4355,95.47058189833433,825.2291331818261,69.48694814113816,658.4845706055821,877.938266578836,1099.681632244167,427.4689298051868,249.0,739.6611374374947,1159.809477897009,953.842682057877,734.0028425227782,872.7966441276465,495.4790357623831,1034.2540606583364,321.79607874297665,351.2229475947828,-341.4280915303795
933,89.50401201274511,981.9891996274692,75.07490822594353,,808.3406348346248,868.4704910772923,265.3970068417943,249.0,567.4495010417689,987.7931400684209,1107.5679589857446,713.7654472985046,752.6804054523303,481.71489996880695,855.5284928641464,340.341869588054,529.8417508822977,-69.14994903202489
1775,77.69302423799064,922.2594751266449,79.63342857451883,830.072925769666,710.576831489942,958.9759708741988,490.11911980764796,,555.5704412571607,892.4892993237752,1054.9966149595518,748.7690614743929,495.7751353778717,571.4972341509524,947.4739134722886,398.93932229455396,430.9258746539784,512.1870003232019
586,99.30851946413702,930.5070132417758,55.57437042882103,695.3135143235446,807.7723647984526,837.1727333153215,312.04021631115114,249.0,551.4043557962166,927.0340437123632,1320.150690323322,712.135931986,604.1029301264816,752.4569535413569,894.9507719114246,360.8952995868402,366.88451778361224,213.18904693094402
7379,109.79154332347241,824.6220273701398,65.53637805212304,632.6347770488843,877.6433204670478,914.9177625638317,343.7703511082637,249.0,573.9336572403887,930.9844232033453,1135.7530386000644,734.1219139849361,760.3130211786474,551.0412958738284,1203.0836654436116,396.5528097662799,458.1644166739843,3.512777829770016
7085,110.95829737860933,854.3825749093244,55.39677046663537,809.1639549459928,601.6314985261615,1323.0806688830435,359.2675856098611,249.0,509.3249319538121,681.6439135907019,539.6992583098875,724.3088874539197,541.8306877250084,546.4999161923431,1015.5088280371605,363.18129753457725,459.878943621408,668.6356212687442
8766,90.11327787964507,808.9316098555557,59.02656039680629,702.9484292467298,804.4543384208866,1209.3507807359872,333.3324477315523,249.0,469.79797020810895,1100.4753726063814,989.9711323021859,706.6365427366782,613.5133847629875,643.965398114015,1147.5668241135413,295.03360980000207,553.085576235958,593.4651089456457
4109,95.84151810255248,847.8463073147416,74.37603629293775,571.2265572032316,820.3962277066602,944.433200464964,370.70455559825166,249.0,661.6887037527147,1087.2629627530337,884.7588766507141,717.8926321325631,917.0761000981854,516.6297625982555,845.1463516450137,355.7447156918877,362.64664578443933,-577.3270564112645
3899,96.38526835762218,884.2141665414536,59.79314976557792,285.05786112147393,711.7317896961036,1054.0817322774708,,249.0,630.3458937237048,1053.8857145222032,619.3529392010893,702.563289048122,591.2852630905433,660.8361947339589,1134.2278013538564,329.8640759134272,350.85115890402926,-28.120531070436698
