,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target
6444,344.8616209914862,607.6048179169854,191.961647467273,556.0570311191468,57.80094193103128,900.7285142637083,413.7234009659585,30.40855998251767,29.065744869273754,54.2805919850162,565.3481800630481,40.86011835719001,288.82554339633054,398.4197121232641,600.2418631019917,-900.7848165035474
4835,290.08124790348654,584.4614376886002,266.56319514709025,606.8559775835075,63.25202611085472,851.2102385030938,479.77257891497175,38.687042340405036,30.184433166440794,35.31006016589238,542.7673548414887,,283.87264869431675,312.17524861662866,592.6119574980446,-741.7430331775945
7376,241.96950244135553,591.8645321173011,205.26793982864868,604.1980700085312,52.43909240835155,772.38152047669,501.25394143448096,32.12385004281656,31.075190569829065,44.82455799620112,470.486530833488,40.33468694356208,339.64843606547737,392.7837978425468,596.2179362951172,-603.5964619661687
7697,319.48706957967255,604.3438742279759,172.27055721221248,537.4342552201553,51.15836697559984,944.7145852975268,498.88244955173843,48.60083370587141,30.34916300477701,39.704805649931075,519.6174522456331,39.136082358895415,329.0420971191913,401.95895026110276,595.0107265111238,-831.3215138800979
9080,314.22309253465284,772.0292382429352,180.100221810373,504.6096414508926,56.25837824671567,887.1489627257781,474.25439502162976,50.31047017001911,31.449499473013677,53.28631778745113,498.4340341997938,36.631723722288996,329.0489055541965,324.80772225488056,604.2222520065122,-825.6386092304516
3251,243.4279198102618,647.4668494621792,165.55169642164267,725.9924303296436,52.65629564692736,808.7794354846624,567.3500395579917,27.08661980076141,30.831447819427726,58.440140607363624,394.99626913873095,47.884695993981914,346.2488135427624,359.77037199015683,599.4331709628426,-543.7336343480592
1650,285.4291587466434,721.9551226266443,251.04855595036574,372.07408461878356,53.63917290209335,835.3690826184512,467.95089667070346,47.138959415614565,30.9455318491041,62.84258713984157,515.3613897401614,47.07569885910984,294.5671516102562,283.96488263913676,598.598098866866,-804.4240388229089
3686,368.5713983825217,666.6057373115859,187.41562392831264,544.5759147715502,52.45963950087457,824.5932933328833,482.4121640788084,41.731338128300706,30.294556814250704,42.151760500976295,,37.04589649830389,266.8147796489951,385.3529241760424,600.1103116675376,-702.8748374027588
4917,195.0945994921358,638.0587723547621,247.22211980925027,563.4272167454072,57.71776060982987,896.2741611069955,453.3490625693081,35.045616382947685,,52.66014568970777,297.8397883559476,41.06542391790269,296.5158283865868,342.50765285827987,592.5601793332247,-556.8414460837618
8737,277.4740835470956,637.2947448964226,231.14681797857972,615.4818689358302,57.0778378126817,,536.6063280860584,33.14701365019471,31.45505452826348,56.25580408581917,,48.41820482001785,266.5837970535587,439.00615185415876,598.7076943083966,-623.029619016328
732,442.2207005634796,625.934400791433,222.03346143966343,630.324036494854,55.86167147477639,901.8347749502291,544.5982060002633,33.18766692622515,29.419278314046934,62.18851652019221,528.9329628493872,37.64140219155207,299.00970343631093,325.7316764680659,605.8515824101271,-887.5057282085442
1229,399.55082012994757,693.122613946809,245.66161342797213,688.6425557881771,60.1798188672972,833.1271258001146,524.1148614845239,30.012789195094612,30.82902608314426,53.4484091007339,402.02020830468854,44.75264546506197,286.12543136885284,351.0472932183586,591.182738537838,-753.4705577590406
4609,330.19280366007246,688.4794829379082,263.86919718001326,601.0721355595733,57.90832345785604,823.5203799554708,601.9774004613906,41.94859670606882,29.85524787830311,57.93160959277435,403.6877403321481,42.348699056037454,257.8672950745883,374.8023864228349,587.0633076724542,-662.2883286284366
8224,415.6754994760959,662.6505833361826,194.046916287753,511.49991081923014,57.48639443490099,881.7461866459281,560.006662951156,31.009032620853382,30.195863034224125,55.01653280312015,404.5800378324561,40.21308297305975,304.7788662162905,345.1030211228654,608.7167678318915,-783.6768371370173
9678,318.0594861898809,766.8276482374024,191.40507175544036,587.289748812665,55.12292847621325,846.0093012946168,505.9492494145146,28.007164712273003,30.30223373875482,49.848288501234485,518.1567455011636,45.15546769117889,277.6256244533442,269.5945591120418,601.8959749140603,-796.0617971596502
5558,311.5410992545776,635.3206765178018,236.62615614919665,576.8938791813454,63.39556760778936,907.4100913170082,590.1487422530595,30.343191801918664,33.33228707733814,59.689768429083784,401.1362179824043,39.41846102888999,329.60137000018875,368.4288702892574,593.934979087096,-692.1455465181369
4950,339.5614012425166,681.9044323785805,201.28715986334456,772.5603084120082,52.28955502909657,940.1254835996225,512.0014748460599,44.244354415941544,31.923073799477283,53.94898072446993,453.1042142840878,42.99666521565837,307.9026970767893,333.5401445866099,605.5426134805025,-767.9202112625796
2491,267.5247219450635,720.6741042476242,170.24844052068607,527.6563270749816,55.89408813405438,910.5403544763255,510.3218474546526,46.56986511645813,31.557921402011512,60.797750772331206,519.6842138489036,44.24472255693903,275.6617326440882,353.2708481939548,597.7242231637724,-789.0754892305022
3071,358.22311265392403,704.647798653427,181.21977713597133,536.7187850452838,55.73494443583045,751.4941523818637,572.5837091726853,44.445013628765146,30.834748007010397,45.958198696704606,509.4937793302631,31.592273668739033,296.82521880761936,372.63601576101115,609.7037595688795,-703.6843241711256
7968,,728.4658743075909,199.48775146919724,455.30475948666265,54.09776212613106,,464.6535816597096,29.129368438532317,30.256781152169697,59.5440329396262,,,296.049278155537,326.21515954968385,599.1132790657256,-705.1854189421065
2971,423.4389273488864,733.5106117289652,219.482413723609,877.626704584703,53.717008822136705,,538.0700001738751,33.77068081903657,30.350450275010108,51.505057524557884,428.30050691172266,33.263609328237244,239.56066830208925,378.2268328912705,591.6437104217683,-821.7742941863679
7850,353.99534097105413,621.656736850149,211.83647402576287,405.93208591140353,58.869316262739446,942.3010868724389,514.3712521923345,35.41812434671409,31.512142388489835,48.9954305246337,586.4187400712117,38.82676590872959,304.29721600056047,318.45900503646396,606.1087757442243,-919.631886628688
5994,268.59212930901697,670.4504561191399,216.975557456784,552.6563021789889,61.836442808625506,786.694663704432,485.21333140897065,36.45577808105753,32.19304222815719,42.17927511170213,409.3587002200268,40.799662105312514,264.07192044373846,345.457431941508,597.3861526645971,-610.1593521985859
1489,349.4614723000781,729.5963252512126,183.2083390246167,636.0484911993751,59.8881808649062,900.4828503672542,475.14543295759296,35.34779766350417,30.731465500111366,62.252980249582365,370.5094327762231,44.04936260600613,,378.31595548662347,595.8443566642934,-767.3569308210799
5352,300.5177613899199,721.1356592720543,205.2400873095989,538.1161925066336,55.84897912187438,895.7845387725205,476.52315247117485,27.12109405558145,29.867816593114732,54.62254449601194,407.0102371197674,39.08678674791434,321.6263045253634,344.20410442738796,598.8354685506733,-758.6016308082815
8424,457.59786035144447,621.7782162588925,229.29337775408897,351.6136222615254,58.93548267655517,802.5501630680088,546.259323581091,28.707504261482384,31.28846040178345,55.06896732174931,300.746981914857,38.94768897771969,335.45812437944085,366.31380099069503,593.9891731927996,-737.7081018382711
2712,286.3844090134787,711.2332477581697,224.80111710038153,636.9796490094545,55.877899103661505,826.5034565419046,524.8437554770553,,32.333794817202346,,431.84404835640555,40.81655637942007,,336.16537344697,602.3846171253537,-648.3592059527499
1477,325.70463182617857,669.2073339260165,206.19111993957725,627.5875884683717,51.369741289631214,842.0758709591449,542.3006175186407,26.67162758390203,30.76212276813625,60.07033498542407,487.43034023827477,35.588105126635426,288.48452473492114,368.85475331478136,600.0950349228976,-740.1421917705668
6297,321.25505222381156,672.8716857776614,202.30769851286024,617.1573480159527,57.25904752947206,874.6830898894491,503.67247430920526,36.85768948898203,30.899037469805926,41.10333836373492,448.5654234782653,43.65413295298653,267.7736996049651,333.63704464121696,,-735.0519395248853
7810,219.32589545448093,779.792159575227,209.5649782756318,615.7634714586682,59.340003168987025,872.4154041461785,559.6749796962687,32.97901598541062,32.142166539350086,50.23770540327423,490.80697902768264,39.615444516031275,250.760171689663,,603.1230421186688,-687.2329821459869
9462,354.63686308438696,662.445377515456,187.3580165652992,598.380727066622,57.59143206541195,824.0940810518748,398.5260319428751,33.932755010176244,31.04977104124884,56.36139361734235,371.7623870306926,39.92336135662454,310.0390182979396,340.5395013288543,597.642134637562,-723.5581980169494
2525,510.14086858197504,695.5757741897306,222.308317574398,501.12910498001696,54.28254513019702,820.2573813105213,450.85488530594824,37.598740895205225,31.39597319351098,52.18993186156753,,39.73289069133524,297.1773002164564,328.1048249294945,610.0724997105872,-899.5523475254261
9670,273.27188353268104,668.6176316275287,189.58326767177127,625.8655878961222,55.267453313695306,857.5079991220337,431.1178178856388,21.959162934547333,32.88652825485434,58.71123407576827,263.64932916883964,37.97017708967307,305.2673503031425,381.75438331476465,598.0906790634934,-592.0470429520284
8174,292.6412948463707,775.8625719608115,223.68034868411297,446.443351441689,58.441066360402424,849.6071162169923,477.33482728607385,32.00273840768518,29.327874628555783,,436.39975616861796,36.08853066447142,293.1826271771485,329.17161758161666,604.038776662378,-759.3291965668228
491,368.2538358937766,677.7126132824809,179.82337555543387,554.9398142505668,55.46346070195754,841.9673102785983,562.1523794704941,30.431924478759285,29.445480702001014,59.81375480136232,353.70291600124756,48.132224534200645,318.28977378409627,317.76660971518004,612.6757961961896,-671.9105593926744
4656,266.84331652826165,658.9313915371666,201.22930948695398,551.06735957432,62.486167335651366,868.5278369916581,494.7388923126035,43.991807201246246,31.39306967537825,52.4273489095395,487.3774527678075,34.316527483185325,307.48460175376516,318.41053901655636,592.3502215401736,-708.4529835736016
2102,320.73750357135367,739.8236945383937,207.34500489142388,557.7995213572921,56.69572770792884,882.192393717609,593.5234776010674,47.03214602243749,29.989004257426938,50.85196516243979,526.7501408152746,39.548393430179864,282.61249812826554,394.57427256318476,601.1226700379968,-793.495632812782
8237,440.31695305396744,621.2503776989568,220.17284624388276,638.7017346516847,53.98285201833261,872.4027784849318,431.4154940100689,36.612956153352194,31.8699626472127,54.499264540443974,374.3529487706931,,310.36214326043995,397.6283995683329,600.5274995070746,-809.2916764651792
9922,370.53816906898896,638.4999485065905,228.35859847007777,449.076673646979,55.777546210436284,946.7492928851304,557.1442106231096,43.41447795949519,31.21816370900584,60.78500110571988,441.8930837290692,29.25666026909211,287.11760759645256,405.5322987768694,601.1644112179684,-823.2699861203732
6008,412.60900113825556,743.6569427938243,201.36826245905718,557.1238923466342,53.09148436099116,785.1607264264775,525.4455867583895,34.142138915284804,31.230341349747235,59.983604016616034,427.5869213070709,35.34813020490558,337.31305803647336,350.71766319551585,599.5301991439729,-780.7935373935546
3932,382.2420515209852,652.4074893969879,197.6357848813733,630.2296557269859,56.302934817704646,,512.5345047096811,38.582854654975286,31.960401491567445,50.60439255835425,559.198447222525,46.60243687714514,268.90018961187553,332.78869732836984,606.9163651089594,-817.9035178658352
3708,396.4004197425444,557.2932874708107,196.87653654425532,709.9324057714683,54.47344603645328,827.2305585933811,490.865371755506,34.54522572948605,29.9046014907111,,437.00218869045426,39.46585045310362,249.48227204481213,424.6865258407347,600.7163086853145,-718.3597038795391
9160,343.5866549094932,642.180261150276,191.66947372709734,472.11703115356727,56.03785331243674,936.269110163566,455.1273539174618,,31.449263376881735,48.0847378869078,438.64092995638583,34.679692231025626,300.4159399321177,358.07612259724243,599.5149725143474,-824.5647725772973
1409,307.77851399158635,682.2012356268912,240.46877462717057,614.6137698450389,52.73297383628554,769.646141658043,485.60994741702,23.814715410332617,30.656749270935073,50.60130232628209,434.1482119800578,44.5635646343416,231.64760280637955,367.7041259177929,601.2850890451097,-668.9268041732348
1987,340.75416110506967,684.2927002657757,194.64671549158848,752.9693806562927,53.467506744306405,,520.8902801008511,26.486803454831346,29.95947605626096,48.759638410867844,434.1763705002831,40.74695818046989,278.56935902040294,292.72933992402005,599.4834258792415,-705.6573387600939
7844,209.45917093285942,,210.02612376254822,510.80609696101953,61.589839582086384,884.723813572702,541.233921118358,44.814995138257565,30.710325446720088,56.69157986340833,426.69532859250734,,294.9140896963355,307.2627329641984,,-643.2127510472397
494,324.8945964533626,734.1251445066973,174.4709884917917,525.6896581074385,56.650798567410064,802.4836952834669,615.9906023065915,29.99394405539072,31.705617196777254,54.324689208757974,462.62237292571024,41.90773443495052,310.79162589235455,340.59923540001415,607.9859558897281,-686.6903384944669
62,362.5145366945717,587.4886047840017,158.47099113913288,613.7546067322191,61.88097101894676,889.6868195612532,,40.59240178426559,31.508100867864805,56.17754002463155,560.4711066508823,35.47906740092648,232.37872763449815,311.27783169624263,,-723.605498619559
2518,385.9247092781187,625.1578547849933,223.66286536608732,599.6189216638155,57.88707127357912,881.1152434159972,556.8250169846885,34.97287483368763,30.434178244304764,49.393599250086794,355.3957963834438,,293.501750764129,360.39816880915095,600.7702806229469,-695.3662302280641
8947,319.1494869516686,746.924356447645,205.60609453806106,491.0337486156293,54.595695707214446,834.8135798937129,522.4537799336745,43.872922242641486,30.549751992683788,57.833631292229214,432.3299024091923,41.840524687003736,282.71478002343684,323.9410367877788,602.2996016012339,-728.515691271232
4848,362.319265106422,618.135544968279,156.16181230198328,635.7013020548678,58.25133186338471,907.3565860062414,535.9875869641243,39.45030125763524,,44.795920450724594,405.7544461837627,41.145032475181075,328.2876477901794,359.0010062391165,599.9842088335248,-721.6071274366233
2172,360.46761649452594,595.1061941612884,241.7009439749734,461.82278576456525,58.17626552002736,907.4152613850226,530.8987463483621,35.340619100452685,32.0123126108256,58.64723269011977,459.83277757769736,43.61588906894599,329.5216438003395,420.1966351681121,591.5560842594149,-828.8003611976251
1969,369.9789526271809,794.6274163778983,182.13529806281102,591.270467700846,58.19917732941749,777.4079354472619,439.5049217714558,42.18889721269245,30.86478284794632,61.240325103080266,394.39377849973255,37.13320582233713,309.09457132428554,313.3697943065735,607.7666547256516,-731.7128992282791
3435,404.8969321157905,710.0898922965567,223.28514817507002,573.1228758455316,52.01177291804456,842.1474415270322,476.57219696208585,41.91342098957354,31.91342995190469,50.81222542118998,390.27832177313394,40.32895285223501,309.5134818764633,355.1717273190246,594.3169602496534,-793.5964987590046
4294,369.28704271084723,658.174178682102,189.40842968229936,494.01038744305947,60.5295584344458,885.4017113608086,465.18308402614554,31.80794240939766,30.504027796501475,55.34454671759393,343.33466464751905,33.28448071200592,297.2373828813089,342.6611506633877,610.7671919945803,-727.8122966060544
7116,348.59677170369457,719.9816402967219,172.42136829274335,398.04402163255133,53.38633925026175,936.7629221964579,565.8259410572512,46.10773963815677,32.80622014698941,57.78599960978101,336.90012283966445,33.09050979379107,329.00363636106255,417.5323751963668,595.3231470779887,-760.6284823322744
9513,252.02343540811415,627.2180481968996,209.35993769059965,655.3098141055352,54.40790593593084,,466.25112608338384,31.00307097128111,30.195771348472306,52.74585455073595,492.22448451149955,43.41234632809159,324.9059182519468,338.4108635435527,590.0881132540709,-682.3009962824044
3054,339.9366655783927,673.5651384239255,225.59185233844883,864.6295951275079,53.33054719895553,791.1863245889413,431.876164100428,34.44054166237877,33.7878349640597,49.99525560325354,426.0255316718,38.979695082188826,,348.1947446322741,591.0133113217416,-684.9067376239141
1605,325.36531301254615,737.3157322908555,231.28834488485245,883.2084523598659,51.92603521244999,985.2000562246154,574.0286799043098,48.323910456746404,31.607781828339007,51.95374345740293,445.0112159932334,43.897105545016124,260.1698495793597,359.2711503652688,592.8206475862141,-766.208297208187
2620,389.5954469200961,721.2901488212418,189.45900342923204,663.0814595906463,55.55638934546285,887.158682374113,508.38385979914455,40.56156682240092,31.596500451106387,60.660218124438444,442.97809057137096,37.421012028164085,279.5213266448809,390.8583226992708,609.9304069699681,-804.7755240929772
3019,,742.2470648329437,183.69698012191284,745.5434346250458,55.25487517437931,823.8786000804398,513.0428482162406,28.3160895930683,30.880337445990076,54.054299734042445,269.0306776523079,33.848816799360634,281.4227749727151,371.3013692089547,604.9366611486364,-629.6931411043541
315,321.00043501824337,618.7640015941251,217.861590609999,619.356203270254,53.20413511226423,854.351814214886,528.3689187156368,28.00067728055342,29.949824813673136,,537.6447919247851,,334.36935038673425,382.56411824137314,596.706121615165,-782.1653017578176
9832,316.4242868012697,734.8398057700417,222.5826751295609,636.8392052292528,58.99720310829339,884.185652833161,555.2709682561498,42.652435846740936,28.953387132068322,60.22941410109224,430.67482697174023,36.38993283897636,261.72691736711,411.0279768107839,593.208802936025,-732.0585827607711
830,259.9974302993505,,162.40135401864072,547.0199625023007,59.40059812353164,833.4473941872767,476.5095242887968,42.68604529359241,30.517208105629884,67.84252998821074,276.74683915517505,47.000937635791914,333.7839280925151,359.87132518829924,597.6155211092191,-560.3584391092464
3398,347.31116950292704,664.5774514153284,175.21961212647565,602.7396716456185,56.14043769501627,943.3323803213059,,49.43164663874333,30.035155150052063,44.6988926271817,417.57042473893,46.91299057812449,237.2708709540832,352.1138478457116,595.4502735105832,-798.0798578335861
4574,,800.13456584669,186.78046825662153,492.0138854385119,48.49472631650869,829.9401886709667,442.828134571472,41.63316920116914,31.071063687154844,45.63857693914263,446.7783362181784,48.6950263246344,315.53926871408135,336.8994353245376,586.0806461721436,-814.0976226890776
4828,216.1349803112691,661.2268436851247,212.25870082163837,475.8085731027515,60.584894307939734,849.0913253013764,513.6608063408291,43.89141295359094,30.260946426685656,55.20463874966886,494.61857635213846,32.76181755462112,283.63149002760406,397.3203705137455,599.8093012756731,-667.0784906595568
3617,363.3921038119876,735.9186455824524,193.9219536406679,511.19893575893207,57.12641304049574,888.1218964144249,417.85213974628783,33.54895109195694,29.336295945933283,56.942999737225705,481.8024132185344,38.753222545799225,278.6188362403414,349.00463104476376,597.6147024887954,-891.4138031584193
7515,362.9868500407323,712.9396149458813,202.40093204797398,622.9472450179645,56.17900406317309,821.5815346972777,558.2976027593544,29.600779883011985,32.28677217762895,46.01948249846468,361.0299833406303,44.857972793502775,304.08988686492194,388.817707093944,595.9437600282366,-684.8574038686784
2953,299.8858623159264,661.5888787077536,,631.0379691571397,55.63606421765345,806.0666915322842,451.6044454128073,54.63458079246294,29.825086344265223,63.36932671672088,357.2591862634834,35.276724989515486,305.97424827283214,369.25905236824065,605.1956477942933,-608.8777856631264
3818,263.65151428190336,687.9721514877249,183.6659483790597,553.7500095513312,56.03843854673133,,504.6277446229254,43.33242992037719,30.91787672716608,49.58197677393238,380.01910005424395,42.23642460221025,272.04220444217714,362.22020125876145,600.2254242347143,-677.1651685130563
3661,364.0921556233567,657.1166415785774,227.79858606943372,596.6994985600502,59.10028153878715,861.6528792617579,492.5211129394712,50.46502250769975,31.159230400121306,55.31068703537484,456.8434185149584,39.75761490577197,282.48702237271686,307.2882686987532,596.6167117505244,-761.4248660327161
1415,367.3880512906358,705.9730875194073,205.94147931383264,490.3090141967481,55.117207565239454,861.443312480725,521.530512919681,33.50310131077383,32.30496412958324,50.81144039241962,455.74978285233226,36.8189484812249,,502.3958981318296,597.7381339757496,-832.5363025594796
1162,284.19188991240105,635.0014288920191,,574.390134047132,53.532956632283124,886.7502156620661,492.6826044891024,45.16806229244608,30.674419551670272,54.64466569515902,364.09661184558456,40.44016118721345,306.93905229681684,455.1853243411573,602.9397099176651,-661.6167846807099
8675,341.82619491842354,722.3408279170194,221.01699780442624,389.9601153219892,52.145232403441234,861.6945476746452,545.4033553474403,44.66265845185312,,40.751771218212085,359.17501785103616,34.76096394208543,297.48135942768033,342.9792025130345,593.7205928595015,-719.8904405497714
8548,252.18841552382872,668.2912874822392,221.1724634084862,536.8683158521048,61.13395651365437,947.4436580304243,585.5639956364718,30.888190389698792,29.480942637905066,49.19999034865681,398.2354041793964,33.824785691290145,246.5543560189773,298.0209159636774,596.8964041880027,-648.0287772874706
4192,403.7959006327977,676.3558097761126,,580.1181462271237,57.504644331346356,872.1912071600824,560.9794411369352,37.36726848540116,29.866904870556528,44.866150778406464,328.17217107175327,34.59142580195564,318.8720264353779,281.4592392023068,603.1518603668179,-691.3717048784142
7011,427.3845316101616,640.7746901182559,176.83666383939482,519.7822505697022,58.275068804480156,838.5983057782676,540.7575603558575,36.72480094139322,31.330943738245914,55.47070272501028,444.1706359267335,44.41409927422236,269.21642446450505,361.2992143474815,590.3072021769465,-802.6861620266341
1630,258.8576566091191,632.8015281379807,211.3504142197643,626.8840697728504,62.62461773726814,836.1624383365921,543.2176165896872,36.20623490255053,30.88230196448237,52.004459870698625,512.2104593556855,38.14228817239461,239.50271175740443,393.8498703319383,607.5892446545049,-653.9002801076939
6166,375.5185806152497,615.1773076110464,219.4917839532766,596.2426054066423,53.618869235834445,952.5815311689785,497.6743065637614,41.444514061153,31.70837539409145,54.99255187253419,442.60250781115644,36.25031107242163,300.46943857175415,431.9916963805079,,-842.8765135143263
1518,377.00092995812565,737.5661523409279,236.5789495473932,755.3820813014589,56.05420081963158,863.8376387218963,517.7181172963769,28.388492972729892,33.78353396022901,52.058466879296525,365.8589357341208,32.417269018413734,288.18005206222665,281.4294437198607,593.8600819452886,-711.0631860459893
1945,345.52458715641245,741.4230212366023,200.55745679690628,653.8977960805063,54.243044246144606,952.1551575729925,499.90729120695846,37.67879101523984,29.32915002588204,61.653102777956754,354.8366043279036,42.264000092762444,320.7268953768789,365.6040362559388,595.3432299521418,-781.2914057479065
523,313.79247324507344,645.2477602077746,168.92590917152535,447.1334530178496,48.567789425922385,787.1886786186443,467.92988590844857,34.80877085686784,31.058540274142395,45.919175779976406,417.6184664987566,39.28967365032471,262.90047468986086,267.4668707831405,604.8170996180227,-656.9190783267495
8103,371.21713803395744,678.2430946571873,244.71003389277115,,47.761456625919934,911.5758902355516,516.1161539333119,35.7279483265962,30.083140358349322,57.92329306259252,463.90464713384284,39.09282416677414,268.6226889554761,299.6027525612867,594.4068379313875,-836.2094898017315
1965,357.02070761267305,651.863771240777,205.73763802055575,719.9140109766379,49.31764366384586,922.6387200350408,582.8643679122405,45.24590288313331,,51.1549041338511,344.13112325094176,47.64561162695112,323.2426127754297,,602.0375801419307,-673.4647979693895
