placebo,drug
199.44728394782365,199.01002874290148
186.5848361234339,193.79470207179665
170.03048903196344,198.09402660302328
175.09876920798666,199.63429805233275
189.04780026017056,196.1650855739511
192.77983735261057,192.18557591696344
199.90030265028278,196.55730121885733
178.42445496551255,185.41543639402076
196.16815334794398,192.00564245004534
190.44545349683915,193.3897744621045
186.5443904084566,184.8783124967569
191.58564117357992,181.76809507231673
195.0350508505834,183.08180405961434
183.74731373867587,186.07877796055848
202.6771837930893,206.26389019728364
167.09945038884393,189.2887804314221
184.90136415635212,183.0847856806783
197.61889455398816,206.19166642835597
206.38291134921766,193.4165157960032
191.29034789204988,188.8827901642487
177.85111358033993,186.8169810166229
185.47807907711666,180.16383407370392
196.34854170569685,169.29350751643238
178.6557058837732,179.08503610488194
169.05846167090237,177.78373328905664
189.03114743410433,192.96098063914945
185.24119154946453,188.91673733701975
192.96043041285563,191.75197007382778
187.10127134613026,197.21830166620595
177.9677861324177,190.76458717037983
196.8631651956168,209.58786671729715
191.73281516039611,192.5258671335064
206.70387975826594,198.6834385061998
188.5911612358017,195.12322906483934
179.69738162137298,190.80321347551518
186.80455341493683,179.70824129168636
185.089017008717,189.4610801811895
164.8545512268243,209.13867341180566
178.33537668475947,194.27175876902407
193.59861220111355,189.2490262462515
199.30618684355483,208.91261001357407
179.25502598171929,181.60310254441683
191.94020884430498,180.9547177623688
197.92511800174682,189.0941471044356
184.05258839140606,199.9271725593802
203.20587641563984,199.62150989346372
181.0698618417217,210.11002966009738
187.8741521107826,189.9704498508689
201.11435523359913,193.67965905077295
188.62759642478548,186.4543938683366
193.55979664813984,191.25417447367073
185.199315915678,170.4046046089063
201.91560247454134,181.3646411767985
202.33540302648828,178.07981014550666
182.90209538028535,190.96244834267932
189.12102503621583,182.21021566936182
196.1014340435418,191.377978457251
192.53669951456192,180.0692720185985
196.74765046916764,187.2670358318315
189.0443153712007,198.5988739561708
225.8248618675132,176.98661262641613
204.26398947057666,204.3322308976841
187.1596865977596,186.8158384497563
185.4213386456592,193.50420666910097
201.6689583186761,189.41292887845157
194.43327973426523,214.50066794756447
191.63242526099071,182.21048611058382
191.29688183700137,180.84991165259146
179.7503948024979,197.118171994058
183.05108436634447,186.01251252818483
202.13079287102855,202.49209443314194
183.74088753136934,195.14069597791055
182.4596019519435,214.55412492649347
187.89596713519455,184.2437605268524
199.08472924966458,185.4872730726799
184.17141196413178,202.45217321722822
204.4391849081137,189.58386801085643
202.78924561341964,204.86909337874422
192.9055957002424,198.59057994468853
196.4662240380415,196.20860752646882
196.76765904937244,189.30584027512816
177.5571069568293,191.57875998024738
178.84744463207832,194.4804304129047
178.8947550277006,200.834281404493
186.11426261096585,179.7400650866483
189.03085997292413,186.45540091865178
182.0252719639248,195.86868391314667
185.91448904615208,222.54225657997463
193.3584735888817,190.37357130576393
207.26667212969315,183.64537981729507
205.27516725917184,196.6012283251007
190.6582801906629,174.0687342812275
196.3943692469886,182.4596556421915
190.8333818292853,179.86542470578883
184.4064129265985,212.06654727090407
195.99734719059498,190.3314941026115
204.6202801282841,198.53212313802496
187.60198638326187,183.25016778847356
193.9761703345326,204.2851007183408
182.58747071552338,163.635286435589
202.8581712582462,184.3772933685038
196.40886713953802,176.54531309703404
189.549755466426,196.60540094228273
169.42079237032053,194.70032238731227
178.88793875976762,198.5019089580732
219.38293237924063,191.67662530754492
183.54965676786324,202.43725560823245
183.47043645625098,197.66282531388472
202.67745086031323,191.76117792275858
200.51641755848675,206.063651711787
190.80482118047047,198.0883098856696
179.30622134148828,196.2818890596577
199.00080889844213,202.76816195329357
177.85898962238366,190.41333590150657
197.09492129471155,183.8161161741017
178.63338507559763,205.3417232039719
179.56683389589426,187.2547884375736
199.50917848626617,194.58575523809105
179.49696983516645,196.66463886185034
178.93799902103268,187.79082954678657
209.30119429908675,186.64620286480482
196.81504585045644,191.0736043213001
180.09620312585534,190.91420276994793
198.00749856546824,189.34724629963924
179.41586849650346,201.7543087725764
204.44850173756143,203.18310793623635
183.2523555918999,200.23196849574052
188.21427917336845,207.09664909638946
202.61534604469898,182.31026694044505
211.00069393208653,190.35135646866783
185.54565688735366,175.21506012643044
191.38072206683614,178.57134295415455
206.1591175012802,188.36185251964386
187.0059331391646,199.10171822263158
197.63641007754765,179.73166019673718
189.61274932101657,193.3259220424
177.8013574826509,178.782106333915
202.2602059509975,184.6535348369483
199.16512112477145,179.40744802247357
197.61509032865257,173.14535656536975
177.06010926442718,185.65088521594512
192.25600224899443,206.08503223673782
184.31881700152329,205.52567046407106
210.28088538909054,203.45602201875025
186.18142872813638,189.76123464498343
212.34223717104695,190.09153755679654
186.77590625712006,198.46204867368488
195.9539852602981,182.11646744629076
202.08527646943355,199.90596154035822
185.17093984131992,197.13649760668724
202.93456304779758,197.6605152468654
180.70425482601377,189.3818303708906
176.82824288512774,183.647160359034
200.11782528923848,206.12867152189943
180.72444765879735,197.99268916793264
185.4292137665382,183.72379402025115
179.25200534119097,182.45832156653685
194.60401446480728,210.00780945039497
189.56580036443256,181.31730245276992
200.10531510066417,195.16049715141295
196.56746945083432,198.32245701809757
194.11939254226647,191.26796746292246
212.10810139636783,207.27674837113616
197.33286392387632,192.59213459012577
203.24922128107818,184.99979967820485
193.15586956365112,205.0759068582943
197.40303886466165,203.35591054505022
186.4353025740751,204.8160730971008
189.20220672256005,202.89221266975318
196.13128677209275,171.36133877087897
176.51162698756855,186.8805219344533
175.8931881816513,195.51435508441946
179.76838034676925,176.27972783574447
186.2246028667284,193.31473074860455
189.67213112280092,193.28185411085812
189.31750126462845,209.9263910817752
179.79721560971907,179.6059274917944
195.07495609416898,193.07088080463316
185.51514797537476,184.97886241046086
206.57518271875887,195.40427616535536
202.74068284518543,187.32751199119977
199.19017742741553,194.97353981962627
187.13579305673866,199.00361603889434
183.66757027459312,209.8546404673678
180.78969587062608,192.97027121274164
196.0464196246278,189.74283376241087
185.2472074764113,182.0127377574187
186.19400407914532,190.01703471185724
190.45075349080975,202.36433781441448
188.79407609493973,187.72597016121483
191.91405506699184,183.91097728120798
176.9847289130777,189.1280620469132
190.97632179359894,184.0147670839816
181.34317340885076,208.60616631190396
200.36249938958363,178.84004046726525
204.10898139389369,183.2140952589927
197.55734525155347,190.59957497132058
176.51205314866897,182.87361956679308
183.15096658607638,192.09622729259337
185.36375870510412,201.85659088475393
192.659364962295,193.36655387970012
196.76526338872992,182.45400184901197
184.60034249772525,183.65526959783458
187.96092960239514,174.15229379719517
207.49090301472972,193.55143765920064
178.97918169526974,182.2660162181344
193.6428997185153,183.59737522529525
182.0915680706063,192.02269092316382
186.59411481195178,202.44247217625355
177.74937418794408,198.8768284783222
206.10168312107098,193.12876662189336
199.43586404873153,200.26789555701293
183.27605075420098,198.9937588760071
189.37353355188162,180.3367077895737
192.9935368638442,198.12359922851675
188.48255626955535,190.82652886179068
186.04784151956443,197.33044359033144
