placebo,drug
279.4536214308485,299.3675758075926
313.66562595737406,307.4419185736441
324.91559350196275,298.2451421988175
280.1526656624149,276.93379751046496
288.622106822396,314.75234194932284
298.09275502872174,286.41978917568713
335.9693585611061,275.39371688993856
283.4405791858364,296.7801198573742
291.11821020218866,294.94898945820745
299.64693424895086,310.58280849269977
301.2761148836697,288.93740789434815
299.8350532695045,287.6641484702504
299.1399365905444,272.33842056412925
300.81966516352725,302.2102308915827
301.2414694211889,289.834258680933
288.33545686109164,317.1392981863802
313.54955884928154,308.72282143884195
300.33832507429025,294.2622732557131
279.8966508197935,291.26968904231404
317.16313563913855,291.5599302129575
297.37113723196506,294.43526973449394
287.52797774501704,318.6592596621283
334.0644907490624,286.41348839558856
290.6420068854697,306.2245766490851
307.2644258098264,302.0966098856211
288.6876030976417,278.4787407391677
315.0817989749373,293.81451151249166
319.9360833470154,298.07901795956155
296.20709718489184,298.76200631470965
311.86804584294754,281.5761326372853
301.1320477097877,294.87937890977
297.53094781675213,275.429476769966
318.48911074898643,292.9459101396006
299.4528745430865,300.20353937415996
295.571057045235,304.16551780178474
296.0626909588167,314.11753220729065
306.04233136450284,302.3856495485786
296.21540013429905,304.33060302991674
298.3615032154336,309.8766827043376
308.5531265423055,287.2997906658425
299.92919272523346,309.83957666378393
303.6235524661459,307.3279857944744
290.9864475586801,299.9070011554332
314.13120902316393,320.4855096307567
309.33876978574773,283.530630312138
302.1823802905584,310.6742671922864
291.26369393316776,299.77938531812475
268.39849900915635,293.51716403493515
296.0272713299533,296.4399152371827
281.1924267339405,284.6571985037368
302.68776726665504,319.8417220811479
284.92190522135843,321.38265548028096
271.7266529613092,286.0600491635754
280.93221678354155,292.8806755396142
299.55431214842474,316.22762601773184
319.30596856966787,318.4660548115325
290.8076642268689,283.2753958700553
280.0138477817922,302.62275155933736
308.3784711967496,310.499114014304
274.13272206882334,292.9911761123594
298.8408355442201,292.27370607388417
289.08706118767105,300.68599055831913
287.50528478861656,289.6027594269661
315.6034426974137,298.5843933345384
304.0952630986017,321.8437189793325
295.9323662828153,310.2683023956246
289.8998025358472,277.9890829612202
321.15770675963586,300.64896673757914
262.0107162670754,314.5074120263123
285.0479922271672,287.28969526432536
293.63950460202466,310.4171940418653
289.1167271065376,300.3901920298101
287.8533750473096,286.29389990671405
301.86961019184776,304.09077256093303
283.7608810604767,321.80059360190245
312.40899903422934,326.06203928123745
308.3633732970159,284.25715829568156
320.00158155576895,293.2060327786623
308.5976048886827,293.2053074404719
298.8697836833382,324.2873943318666
293.7104502151841,287.91305060575684
256.543470330928,296.5996201927081
287.8062430037105,272.4567725482717
295.6874482183515,293.00514878557897
304.87717576049596,284.5408001028529
287.22120572181234,306.32172170320996
272.98602009648323,301.03543652666855
309.6554954720124,285.5138252050426
269.47005873138573,312.9931182237118
310.44356589589376,291.4851907405424
296.88706253487373,308.9953707741811
320.4284156309215,292.08149498484784
296.1262288781534,290.39251303137604
295.90709197635425,298.07512396513107
311.0045051622242,290.3616083317328
286.8516262021738,289.7511528493097
284.81457402154723,293.7855870786383
324.3597378035097,273.87007967393146
287.73923192599545,313.2262489985531
333.81594529903913,264.4718731182145
280.0476154368723,323.64020111429903
286.94510049895706,282.92439158485877
286.11309068970735,306.05067637876687
323.2676819185268,307.0733873651484
312.5099892551758,298.4789540447588
277.8280299433562,304.24586548224323
290.6311737035735,300.2492612899219
282.6694218946833,328.48243730626365
290.7385907942041,302.1365191274308
328.1397833474722,292.1539229459709
275.70571362345623,303.0404747705999
299.24000223102115,302.1827764903776
300.3644423648402,306.0854014174842
294.37550835538707,305.7462328315235
319.05158857861807,300.9516166592119
302.29055996651135,305.27547711197644
315.1831756795771,310.14295862263447
311.232149361182,282.22855589248104
303.43865701774473,312.8592386863151
334.30001643594966,284.45977079470356
296.2875674480358,303.3181571683506
287.25772302117406,314.3956498227202
271.6617364777915,304.12380402215877
274.4866973568362,288.6528181331929
308.5272605204227,292.1339998732881
310.7718258703946,298.8527963477258
309.97453717392665,304.7249056631367
308.913692465329,304.0475929893536
298.13018198595717,302.9638642439418
301.3119714872415,276.50955446754404
301.5135330399099,294.07481321598993
306.0572242049085,290.2814128700244
303.3392613547539,312.3068883614667
331.0790958413018,297.30169466607623
313.24024333360774,289.52937538422884
299.8636786583016,309.1093136511093
308.98689753295184,299.5123518620406
263.0006298911801,328.34863010123735
313.80167381315334,271.8226713047858
284.82733427173486,308.20294587750544
292.6194637764237,294.6235657967161
289.956484785074,277.02343054593956
290.6638019520651,294.1778361238503
320.09602255943616,309.6010433427818
268.32289189225094,260.1347358234419
298.3341436288444,283.5220376188295
283.14293409718044,273.90776849443046
295.1918614044116,292.17109812459125
291.4235871573453,302.9938376421948
295.95440336107356,295.68857565976975
308.3399649405492,294.0692984956866
293.9450050567476,298.3980037894957
286.8504714365902,308.07731347849256
295.02551505808697,310.2146691386553
306.09979332494385,294.5612993294377
287.72278636911244,318.13761027387824
307.8208267633123,300.50861737954074
299.4014515958697,293.7052251861819
287.6736330425504,272.878208339106
303.56530306201535,284.7281582392666
305.8405400300239,330.9230687954316
307.64417130159035,312.59889708852353
289.1938077838399,298.2171066364942
313.62074147598526,288.4404247962771
290.8493971173652,287.94173659926247
296.0516444494419,277.69148393348877
297.00080180765883,294.19725705437975
278.1964179304678,311.98578792739954
301.6842144611617,298.6930754392598
311.5256134199196,288.5604849623398
319.8759080206382,304.30081766774776
312.9064758675232,292.5492522269114
302.1251860982741,306.6413951964074
310.8441600993284,303.17118507150553
278.8802127942119,286.2700133991705
315.692973684484,332.89048111446994
278.02616574155013,291.6018502552753
307.2389083621518,295.06481265367415
294.3931283488905,326.5380811318413
298.2900705931468,309.7592186158178
306.60784483821215,290.5421017870537
335.7731171252176,305.1286492128969
284.09085315632177,281.86926349761717
273.04961111083685,290.14413996862805
323.3911436237981,303.1119162602845
290.3329364957615,292.1980863463545
306.590234718848,287.26446796260814
295.1765981642883,297.4584158479193
288.8881709483958,301.2762156771601
307.3405785353225,297.48564406212074
278.6010383628988,298.9216224187615
288.9071961407629,315.6116867581349
285.030290154509,274.0251313524016
281.4701525819348,290.67515366984105
269.983068127756,302.53855450678657
331.07626481750657,305.2140562518147
307.7278023708526,313.5294758020145
260.34298963353024,313.01231815848365
302.13945327316105,289.4665975951135
306.68481620262946,275.1760197579713
276.1208863429094,290.5737376163528
303.0520156063718,301.8293758325821
284.5049781827465,312.2641897505671
308.0460582604891,293.17407133100136
304.50300053303005,289.6064963006845
300.610754161318,324.7918550230676
308.9221617724494,309.7199575285989
267.91642903151006,304.87531470355435
288.6554751179871,297.659365076029
297.1195936899852,311.0562918199141
287.98248736243755,283.050555551363
303.3345332963889,274.4618697612956
300.13949650270223,307.16053379208364
305.36671743886933,301.8576024089448
298.5844196527928,303.2319390817234
302.9593620413795,308.3238505345025
325.13359885961046,280.3217927320746
323.5176734881501,309.00319140090704
318.25336356483217,284.7757413962701
310.83230804410135,313.1035667296174
314.0927291066633,300.2639080006762
315.7807510219726,304.9093857612538
280.63822728501987,338.44166663482457
307.7479064685107,290.03984457730263
289.5954460864039,290.57664618728126
294.0304252211832,303.9539654262537
292.27468125979345,301.4763868673984
303.6461042771968,269.7584433498205
298.11267579465954,307.8909699057237
274.30235253653245,319.52524315807074
304.2207803596445,283.82340099281834
316.022465431813,281.6125005511453
312.13076874330216,302.62511986706915
311.79249336969724,306.7317651188625
277.0585833957572,292.61007987041415
331.3903216790448,291.8158637315588
306.58437631483343,300.84587266930316
287.7009507200284,278.26399018743473
304.61413279329,296.79244266758207
301.17611985657527,329.92000369766606
285.9143263237924,304.93064396149924
301.52893800306947,330.17530619363504
313.2533378396015,299.5243452750003
297.98082081786396,283.88781190638497
309.9247257900093,283.91917269377734
305.4698897484318,293.60232131748546
308.7417415455671,315.6176338183016
313.6465561095476,298.2964757995576
308.60231426270445,285.22698320273753
318.2836653013861,289.0579030273078
322.1901313580941,299.7408394352228
274.2825188739508,301.4060035087818
317.803844479061,316.3890140588552
302.2258875946351,296.6169622468056
322.7179316520024,278.59805188384513
313.2851663431109,314.46450946068603
324.1496662573165,307.5341558944993
307.95784504339156,292.36413381696514
309.2886930090467,268.6597739369572
293.32302994399436,324.1530443467646
291.3177010907437,281.3954492908595
304.766079199748,284.43641753746635
307.85555093390064,305.81248303084305
309.82049087387225,290.7539846932862
315.99992780702854,290.91740708701303
300.73212667861736,278.08158559842303
315.880108230568,291.25747888340226
304.18082810333004,293.0633550145997
280.9456084013507,284.9156342295032
311.55641100678656,283.8282261537378
296.0897720043531,266.8097481533981
273.4174219717879,304.5007086160307
303.6540733281652,287.61474340700204
300.1565359480135,288.2155600319362
304.15931761350686,311.87398246810886
305.24051751029776,304.7625607577666
291.54847450043735,297.80769745996173
283.1899582583944,285.2096623841445
314.2139547527201,275.67193048951657
290.0683432198837,317.46216036290537
312.7995450229425,313.9189570157591
270.7736534268546,307.2091551156862
304.9220225937411,269.6291034649025
282.96152142863474,301.5345969715197
296.7565024060504,275.86230851368833
291.9564803865873,309.2488591704344
315.32813938832305,275.16293005143933
327.42538134315464,294.5012757622551
280.654417359488,271.0574918684547
293.9853367561602,253.00793867948715
