,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target
4171,309.857856749473,810.5086511539096,285.91070191575443,623.2132624169222,107.94881135792762,782.4574532663585,863.2750033424692,726.9129136906856,756.1229237837156,517.1674212729192,1010.9283183082974,813.5375424479518,66.81325039324237,2.0,456.1457509756136,-99.9494927399073
2067,304.2156184809792,784.1854460019952,253.22620719647196,539.8680673727853,75.73044312711262,844.751280678993,1026.0400275353454,610.2494089892828,629.6943991870446,509.3772371584035,966.9026425936646,806.0398241619076,58.49199204374956,2.0,360.2624354089327,-180.47678892381586
6913,304.719699999366,963.5899739527299,269.8544074214496,641.9004142953141,71.6638700603939,898.0904940586202,882.2646447066388,765.9411229176567,578.487049082939,467.4529166507717,954.7821136003149,939.8171075234295,71.59172375705397,2.0,416.2986590083107,242.71805936777713
9470,306.603874183584,1047.4451265759749,281.0756417510182,725.5804182053753,82.30666769161195,793.0202461796191,988.3137215244288,611.804682341028,755.1846151607372,462.7982973659378,1031.9494099470091,624.9376630359258,71.83240276148062,2.0,472.2855612397936,-280.7829879000735
1412,305.0139731876847,,290.14149092097716,628.0355307222376,80.6756482169651,594.9793998811161,997.0366754936562,723.5324193536725,685.7928258587821,479.78038956036596,862.6396690671255,742.6095361729144,59.41038820780233,2.0,479.20536340346104,10.066174259054463
1939,305.86789520730434,750.7815089346094,,711.1174091012836,89.26549205239984,752.7956981729465,872.7247820253499,693.4060724445608,610.7079599156682,,939.8918962099982,732.1368767858875,,2.0,474.2769990840654,-77.68447639693625
8678,307.24925657327606,768.6604087186053,304.121681406666,537.3112357009903,87.03740863250289,922.6216484923464,790.9954317344093,658.1325830423875,764.1633678837784,455.5053926689247,917.3415331235244,674.4778644780021,62.62527470851032,2.0,500.7647388039637,-245.27939573321055
41,306.36054328889765,940.8264702046537,285.2083281630093,573.8769437152075,92.52335044332969,816.5928291710167,892.5033428207463,504.8940977186453,,437.3276966455673,895.0022622051322,709.9382503730236,67.14528688242999,2.0,362.3185063873839,-123.37034093070649
3031,306.61250749479956,,267.31992931791785,582.142347978787,95.6915433774819,718.0937084934056,863.2831673757339,593.4600538218962,480.4080070813206,540.1520219835421,998.1537013949653,939.2606998066368,68.07686508348559,2.0,510.9451164369653,-21.933810370820993
8444,298.8997846284411,649.6584029851523,281.45698093331566,632.7405098472019,117.01979315916658,723.1706249617898,923.5191575995945,714.0270491790172,715.3121492635873,492.613794036573,776.4530670787043,1023.1683762418222,71.72376443618847,2.0,311.63865743295366,224.55814191401942
9136,306.5951556573933,798.0507503565926,271.23833891061105,602.510884157914,82.38929107836901,655.4018138903277,1018.6616557359038,666.0667434217503,889.0945373066539,462.24078780328716,984.917124666441,711.5591423596968,58.64884235858949,2.0,581.4028022234711,-365.18401103575724
2320,307.8555639452864,746.2060982404212,277.34303986887267,600.9254378567152,93.85224683779443,912.7552077225077,982.3339176648307,682.466721200252,552.7910351836405,454.2397815985286,990.7426868656963,772.0820397952115,72.69983220082443,2.0,453.2231024123567,-145.33923184662385
6735,305.8727566580134,,282.9688460348565,679.0331840844862,105.62904749644757,601.2353022882843,727.6158631320262,680.4466353027518,555.8132140302585,473.0593893755697,990.7427871676592,591.7351731050541,72.00039613784811,2.0,397.82862731953094,-39.708174653533604
2038,306.3075651296481,976.9704698983662,261.6006266045482,691.2075411043276,88.05015264766537,868.3021351154209,989.7636181993582,678.5145869453706,656.5046093008317,519.8908622601457,1005.8046282225718,689.9577083445587,62.29908724926162,2.0,483.75411439188275,-185.68355364961897
2081,303.87146675425385,885.8947380932709,276.65242944172064,515.0407542098491,85.88536170857331,897.7453927737599,774.3259746665976,646.0118524601432,758.134608820659,480.4344731986329,,761.2850550934171,59.709628110098194,2.0,391.64377710967614,-205.83322997665508
9939,306.566980130551,905.1583366188156,259.84799011344904,570.3849677717138,82.58434300474514,853.9760740300967,866.4479764462669,724.7572873682025,693.5670873338025,523.2237454093118,850.8068405892735,692.0332513229578,66.30765115882636,2.0,455.3624844617748,-48.78378592781644
4346,307.0290620120227,881.9754461702564,275.2279632883928,579.035823705716,94.6992099085825,1037.4496009389031,848.4151499667665,533.9595528010581,865.2815363155997,460.05054978977813,991.9771870074342,818.6944626236432,65.20771288163198,2.0,359.73077023119737,-307.9330588147577
4235,304.7067161726905,765.6735669648203,267.75725879608365,570.9722423075596,97.60752494590577,869.9540027907225,907.1872332778812,676.3327287438949,637.3715409552905,444.92125925223814,1019.0837076439266,910.4051439294076,59.95108598794062,2.0,412.26319539756787,-43.88990179155141
7353,308.0417934720451,780.6932431075722,283.3306510171271,565.8121912746716,97.46528042497758,638.6324824639476,950.2331701360876,672.0447863309043,681.462857313129,478.6658765555586,844.8638837413772,811.3112125770599,75.52078699634357,2.0,432.31066874769897,9.24739639173734
3957,301.3253684777145,984.9876286972235,286.60565447196853,578.1617005458288,93.70783990672012,807.9321892775145,963.4098018462787,585.8096147607419,768.7520974400252,484.6408646090896,971.1447545935092,886.9895197268842,64.58446977778259,2.0,425.22548095995444,-79.91487977267941
4096,308.9269256816735,809.9437691865451,285.95326870747755,560.4753872250374,89.39710387535452,1159.6050594727283,776.5922250526515,559.0136289733924,797.8654193392023,415.2916091124993,989.4702503274023,490.6823462276786,72.90643404222023,2.0,476.14822505917164,-589.8214646679086
2802,300.8190861582138,780.6564336684827,274.622467647012,643.8879402268424,88.04655733274967,1085.987147786488,879.4498210332903,620.1906123931049,656.053774560996,482.75246122578335,974.7324332316243,696.8350506219205,61.16611015754434,2.0,374.3705592788887,-271.3331497473706
3523,299.52617155060585,664.1574617091195,269.92179487199263,536.4074552239747,98.44724443363941,527.7602553053965,905.362328063855,505.1403996374768,673.4364668221467,,970.9972617230909,739.4057989546026,65.21664253855894,2.0,502.96291095656045,-335.4062386347092
6967,302.13844276913454,831.1404261149191,262.5311805908271,670.5317408313797,90.11976876943919,880.4607413579188,777.8421024698516,644.7565505835929,636.5482275399842,502.0649259335644,1030.0080261979833,770.3209130795666,64.92878050881103,2.0,522.5579583192385,-185.46854647968826
3446,299.1632179557036,752.6274509637149,281.17686586408996,552.072562785141,65.97012817178926,,979.5508275630126,675.2300687387911,648.7222973846874,437.65345636570095,996.4156355656175,446.6669184452401,71.88855727372548,2.0,392.22727903488163,-437.1551640074822
8217,304.2358678333838,691.2814193851777,271.19471143101555,577.1632951325345,99.797444531017,671.1171510215986,921.6283979664465,609.838345127769,683.9483681698291,425.26328992291275,1061.7728678908773,526.760079057945,69.4903098530139,2.0,481.78820927328775,-485.1237241904124
8738,307.30780275574836,903.9864440621539,276.2652644697736,532.8844893186917,92.76328124567719,824.3529977206741,837.9000174474866,576.6167060787252,772.070126827104,429.04144533239315,991.9141751316843,598.1197128885871,58.698744650417645,2.0,459.3338345440874,-353.34725446509435
3499,308.05479157988736,,283.2545298808763,594.7879876623871,96.89463918376619,660.16865406935,903.3332233245839,676.1537801756328,,472.55311898539384,993.43949522355,767.9525824065065,65.87928200909926,2.0,426.46140061061107,-153.60934019547676
6218,,864.8674115168728,273.96803687809734,604.1115523913096,104.78788877985113,664.4517386948244,897.5925206135538,597.73929780041,544.2535290058628,538.1080225137856,894.3090248401172,948.0291432382224,65.85568200630843,2.0,460.0909928077165,111.02225393361695
6091,304.08793366702514,761.9170675390494,272.86382958134084,659.1065026533031,99.14993774181806,988.0163553495706,966.4431475727708,602.1894327893175,600.7863577154432,427.0330476904218,1006.794315978402,956.1273711079467,77.69170916462637,2.0,397.4668058284931,-88.19578639244457
8612,303.12342552523734,724.6318451772853,275.6076505750784,636.9719127112362,81.67976542378034,846.3645845072608,881.669826952573,687.9481516663251,629.2677848064886,498.9124474785504,980.776411489857,974.4089578089122,64.8594620448537,2.0,486.64309545709733,3.0221500104969437
6274,301.4148961987337,988.894684207072,280.14913336565803,678.9067528601157,105.77800266790028,922.8453750179447,,624.7056959863174,701.6682834991976,482.2211766067595,873.8501072613061,776.4459660260601,71.56659086737437,2.0,454.5889364687118,-43.202982183906755
1099,304.1734616513137,793.0311383963908,277.6032493829073,683.9794943084144,113.20057265999998,714.0924845344543,868.8915250830956,645.7039700974419,646.1869976609278,506.69713990041754,803.7820046316576,926.5211720123756,66.2323429929505,2.0,454.34804640711315,125.99918347096721
6236,299.96760327413216,870.7739134440608,293.5889383191733,596.0908409764738,92.33906197683682,566.6936203746768,931.2350001625323,629.4306361551384,722.1313281086993,495.1153559347507,971.9079595723273,854.049366558417,67.91505281002256,2.0,388.4337971530626,-1.7867358950728658
1632,300.86299412084804,767.5980968641346,270.6554903465555,569.3223181267592,126.07904224306844,787.6344128260188,924.7643192024401,601.1654723664592,635.9505026479358,506.0037168781476,889.637984114468,555.3599087569063,58.93378556955436,2.0,458.1079299925277,-328.7851869886205
6931,306.25900573013917,858.5331078692374,282.7637861243662,660.906296928917,72.71410680536853,1116.7306251665364,921.6094225093899,722.2140124880976,694.7835511234806,439.6369044098065,1014.958861264878,761.3166693428708,63.62996939276627,2.0,443.5314166452351,-163.88887822026948
7115,306.0890799978375,668.7208573183628,284.2202061752657,654.328932731571,83.96194080840229,932.2100118046604,821.9223601570483,776.836709685791,802.3757081875638,471.10956929900703,1076.2315524115616,855.1273900661175,66.36669437098989,2.0,417.0965625539724,-153.44805697268993
7610,,890.5071711006215,271.41426425961055,533.2079727487003,99.39487771182645,828.9676486129613,795.3109158501297,602.1137045842106,577.763396432028,401.3048514756858,998.7936541798122,568.9924923343204,68.6631127435887,2.0,480.6922797699536,-254.11931731214588
4908,306.09137407562457,799.9743372091726,282.18670090434534,614.0059207945933,103.82814290366426,531.9174776033159,835.9295434718722,595.280870468287,574.9317123346829,424.1507579483843,999.5406917578719,746.9307075271317,67.1037789590942,2.0,457.142251551342,-76.52959997579615
6286,293.9800306009326,931.8044212994803,275.3412404650432,568.1539035175377,82.77078510349446,724.4652787232988,986.78251350906,611.1264836897823,528.0122464285726,503.423073682081,1032.6339612237186,731.1480937607485,68.83765637289437,2.0,415.73732554026833,-108.3882081579492
2245,302.641614325301,,262.9171831904302,554.0307036935835,99.26420782792803,790.7746893339357,877.7868117082287,669.9584697944846,678.3254222328287,484.80958744098837,968.6531103033013,719.3255739698734,63.0645420166305,2.0,484.93481711816537,-181.55140457285242
2133,304.5631592803687,1126.5797511366636,261.20590217237924,549.7514428482549,81.5543872011389,792.2658867171386,880.3000486692723,727.7508216086006,672.904051966546,473.35124098739504,885.8107639552022,727.9949584800133,,2.0,386.8785937336784,144.84374848599623
8848,304.8257307497683,707.0427877372285,,599.9326923268269,126.82081774115204,779.3033118760644,817.8417215382563,727.4402733881477,545.5209406946933,540.9529450035295,923.1753383855308,971.721823187664,60.106419555375865,2.0,443.5864867302185,173.79212800676495
316,309.1431284174833,798.6280388024786,285.87414916827305,617.0021742914145,75.1916518062405,,865.6333432858817,598.3548237032451,557.6056540595082,491.82937498686897,964.3128939922935,646.2728466979223,65.9376867258873,2.0,439.73333293810924,-232.82576965543134
79,303.0977897141663,752.6158139271564,284.05112473278274,591.7938618227703,92.48654539035797,814.5347054520784,850.8516362832105,523.3767530374491,564.5781333050742,487.62494504669627,1006.0105756930125,839.9865322081154,72.21556206167033,2.0,423.5447762038478,-182.06187094562242
5540,302.48914006476923,730.3824993404696,273.1525748632004,636.0021953542346,99.60935334285273,901.0207940256605,903.7415126545212,598.2635488994625,762.9057660022785,528.5900157711307,844.2194798485098,947.8524105419845,63.74074198193085,2.0,457.3390360121188,-103.2502559254171
2470,302.5571168621531,,278.7713671747052,668.6127496844329,85.85774793904542,746.5308017447002,931.756705618394,652.7387818144293,642.4619187388114,547.1122096392158,964.4652733938241,1004.7793917965744,68.5253198824911,2.0,466.30983231207847,-18.78351102769335
6446,299.53273766992766,758.8121929645415,277.8285282218186,535.8618782256411,85.90431388627538,789.8174187253948,953.0615707385733,574.3383021066827,1003.9996240822219,498.8310056695293,929.0236742980917,955.5900416288287,67.39117995297487,2.0,468.15373238557817,-282.53307337107236
399,306.2772747583137,765.2919780133493,269.95875732432694,,94.33287291635483,991.2835615201468,947.3202206697039,731.1257517871059,579.5087822798974,558.3644927290437,1156.1369441076445,640.4759427964976,62.37562960441513,2.0,481.20026662734045,-379.6992229938754
2231,306.03903038072934,997.7618060090775,272.86042426511574,555.5442816025541,116.1378734961471,544.7971797629863,858.3922325637443,540.3671293162819,578.4740616435541,493.59176851103655,986.8853696194966,777.1493130682542,57.27419391564726,2.0,495.68837585647987,-54.32254960969223
1618,304.22746061252616,945.5410064785997,271.7838211179447,657.1358924537291,84.1826803296391,730.2074285903869,854.4257622101069,690.1693210995638,688.9002358980872,461.87380169881544,1017.6171570234534,546.5760870884042,63.399582943099,2.0,,-160.0882051220136
5406,,614.278930772268,267.53855386283266,573.3107410998165,98.73536354546134,845.3692285974391,840.0704548454842,559.684342878398,652.5848454664794,474.79148551556887,979.0984138556476,826.3191079083485,63.37707508426753,2.0,573.5071028628518,-343.65776354374646
2964,301.6338041654804,922.9020928183185,288.7903350959083,594.3359492890843,112.46682540152806,985.3767280808228,,667.1914911834418,451.4906702565429,398.9125187395665,1121.4318505563756,632.8046382442759,58.90235297558809,2.0,516.6800961525694,-187.24467524010507
8644,301.0419047194936,760.419064206125,295.2498885491327,580.8750647380278,84.58343642995126,957.5676540526647,907.5337892537491,675.4870401008292,723.0665584406686,441.5893991492281,869.7359450100741,,71.22998294465795,2.0,436.20825295568477,49.86111095260122
7141,304.3598225862186,717.4080822632322,281.76193552980214,601.8921422076248,97.91442583647755,822.4244609067283,878.2650320124893,562.7763235807553,546.4198865642176,538.4846751312554,954.3453899373693,896.3112885446886,71.74210327983302,2.0,382.89541416706044,-80.87541392929059
6189,305.38357120765613,680.5216932996657,270.5200590797768,500.476624283001,80.08905041305047,688.6426179865039,875.4040562099317,522.867660685182,888.4443249800747,563.5553692050987,1065.8000432880217,796.5850553327546,70.56642481466345,2.0,318.1236823785919,-441.83116474432484
2425,298.5643596585794,1148.3875451686654,291.60085317696416,603.301473836458,,1099.9845584838138,867.9127871066363,539.3169635211448,675.7601426905296,512.4410695312508,1011.4021132265539,802.2439570024102,67.2759378380447,2.0,532.4372018047974,-183.75017393344118
5864,302.30386368896046,889.9306674144578,286.12005361489884,682.3538432262429,68.09298043986409,677.8343062975737,848.3785347142419,738.4131368276827,604.1711321208105,,779.6946781141407,720.1397394817758,62.99598310370756,2.0,399.19979202899736,208.9700448719386
9118,,1112.712648846364,275.56426710557895,606.4655902562333,91.756856288844,649.6215520751258,1014.8044236404914,680.5670870830448,825.3133476822236,524.2020576812748,986.5867160847732,864.1005039096332,55.54203550950932,2.0,402.2696581770021,40.92448782646906
5587,303.5789902838958,910.7117617354339,269.9423512647568,579.5998713780925,106.98170457957453,768.5447241477125,877.4740878059475,611.6231785614201,658.8919360314617,439.71043662339724,1086.2121713385156,741.5244264901302,70.5381229023017,2.0,446.4622364759998,-203.0331345189702
2661,303.274783566245,840.4633248293675,277.6693698624272,602.6684438242172,90.8403876925628,830.3989279048822,844.6537928314908,574.8884175370309,512.5619073686787,441.0559686455181,899.0223827378128,550.1817245798954,60.30445695965424,2.0,388.49526056966687,-185.21080349299498
7818,305.9732855389624,637.5324585728857,263.40090908663814,756.5554828387958,77.88057054754347,767.9033723912937,936.7368139321961,703.9507613558603,661.6652361675804,514.101774601704,980.3464036803114,766.2722674204041,74.51496511811271,2.0,423.8378828731428,-187.33391361335387
855,303.60598038772986,741.0968810449533,266.40874250693923,544.9236265070454,91.14593669823113,496.685516437865,993.5724902452132,710.0613307538478,579.021290072661,435.8863662745089,945.0048423579811,1073.6362600764419,58.50590424284247,2.0,392.2750921326315,273.61947395158256
8502,305.25065869957893,638.5356916314053,284.8235366262176,531.1673411485325,101.35297855230978,901.1632021564545,869.3060681667895,711.847072176603,554.576715463332,456.5781138069758,830.4434202002416,677.5885116353219,59.9246757640142,2.0,437.376776725491,-86.86488848455154
2770,305.26564070140165,1034.8611848151452,295.6765040182629,581.3919463959843,94.06559874489655,902.5205755568808,918.658278045252,681.6546024072693,650.9272994153897,508.55132310419265,973.0953742726329,788.6431361279701,62.463292382637874,2.0,374.84488881544394,36.61749095185067
2575,305.6358882695279,751.0268085993177,269.12054428354446,665.7151447998053,91.59836985848408,753.3957627922003,781.811574506175,592.3552211542366,741.1018779776202,502.0738414378179,1054.6862627949492,723.9696826938517,60.54578293877668,2.0,451.48605030989626,-319.82597528702945
7840,307.1453427300369,771.5377839090058,281.32291108578977,607.3734362374926,107.61632662928095,771.124537965722,815.9786774666534,621.5241085169893,741.8650183896617,565.9459467158471,983.6559533944254,551.8397365468162,70.38008377961852,2.0,451.0856741579332,-404.6318579439595
5524,307.92741977303416,687.3046923329115,284.836669054509,495.4492785302651,100.66423667413217,673.9015173891544,900.4232648545707,616.4381358670306,733.5534423949006,477.01887785145794,915.4447788062431,691.9317959206669,58.91537818551036,2.0,459.1547431419913,-269.2862807913826
8484,301.89045309498664,665.8521759862253,277.2408162312691,672.0584681884628,86.0646046131591,744.2284720468112,862.360174157616,741.2337277193338,613.9450846198414,462.73990347265374,1061.815726390138,687.7122104022735,58.40995573612032,2.0,433.27649490639493,-173.60614484018922
7690,301.5428096972794,801.7088834166743,271.51556216235326,687.6954008839092,,682.2010337152911,825.2793695900887,573.3493319377103,707.7657034423748,,933.3413621691046,832.442266821801,64.92543860365124,,404.37221767553194,-111.73184434435348
4220,305.768962529655,800.6840428962219,279.3789914388331,620.4818302454833,74.27586505057661,917.4797241415051,853.1609720086507,562.1295244559115,713.7474501556555,452.8032096733781,1016.6454151952635,681.8237294515172,63.78360880582837,,398.4432894628107,-339.64499041819545
474,301.2792877295381,645.4657630070282,271.1118263222429,634.5376711782387,,690.2267696129223,929.7404463726933,655.3654693934208,,446.1625625304702,961.835264448683,823.7613810826285,74.14749401372268,2.0,421.2720646915708,-102.1740781007743
4981,305.5144503417616,774.6168966737023,292.69686575651093,553.8166448085085,60.35497637741172,843.4773348106725,928.1366285806948,580.1217849329814,712.3943507350083,517.3950420360462,915.04801481887,777.3781722198121,65.07265457175008,2.0,547.3874869463342,-274.942387978818
6419,303.70535490510497,602.1240489207797,277.9432485417939,620.8496499602307,109.1492302020133,840.3389103011598,850.2287542782324,651.6233792582731,795.033707018853,487.42656018695436,1067.4804162825128,629.996681375164,63.69748541267187,2.0,515.3318801637713,-520.4564056261439
30,307.7898792995349,830.3848795299979,291.526818360344,596.3368499188916,95.51876401137523,1050.1658140629363,883.0944067275709,622.3505936385028,663.8830324316248,441.1705069353153,1101.5644087589271,827.6830694131406,62.749112309482015,2.0,409.1306152941453,-220.34291351277432
5593,299.08515252792847,810.4370510853162,275.704068343165,655.3644916902263,73.77698864675482,927.8289045932922,794.2805511499745,536.634967711815,714.2535875186758,541.3434700735247,969.0651019186638,887.9619529809476,61.04356952941129,2.0,408.9055794275912,-174.53600189021466
8104,309.1160896117792,721.5111772169541,282.5297346743721,644.0974477583801,75.6404083371357,556.5906367629104,885.7017037006566,545.9272793911742,554.4511302585208,451.9246438407283,858.1521049738533,893.6281828281585,61.54102965725829,2.0,384.5789258225243,66.29689953782179
5942,300.83214276142076,849.5786308952804,271.9750381109047,579.9109503383633,101.33338271136448,721.7332350531814,806.9505305480169,664.1487948024059,611.0090294027913,,935.3606249054681,886.0702786877124,58.49423920936916,2.0,516.2680446662904,78.63192170645331
180,306.7685025102613,886.271569422413,262.59378186841377,672.0846353352214,103.76824890727313,734.4016912431154,864.42414826371,634.986747937111,753.5217020342019,489.47904443519235,890.3298801139048,750.4977617097564,71.09544550340387,2.0,464.24701660273456,-114.13687726512921
9811,303.0909316322954,1084.8134544882719,268.73096906138545,660.783489548201,112.91121462644841,802.4539550569643,979.106773472525,703.8571326824458,757.2017749305759,476.77408742946045,1013.1333335233215,753.5228969597796,69.51746233190921,2.0,467.76379844318524,-72.73243841694546
4738,304.24750587138294,1016.4062163051079,272.8051031082585,505.12428189508,77.32496456562626,800.1320170247395,749.5833291011224,708.5195425340279,618.6064226958772,450.69204372223595,942.4506453294362,848.2611376477582,68.20461769166236,2.0,440.42903398250365,182.3463494377179
242,300.49382215377324,787.5620914566167,275.85145399540966,646.0563117007325,100.38859059337406,909.287232314551,916.8815815537808,641.3123268983288,667.9657997283952,506.1355414764781,1046.4406921170282,826.8575365054579,70.07179644347303,2.0,380.3603623576086,-176.1495395543003
1490,302.5137917902967,988.23992773894,287.79447071807004,555.257066397572,94.64975176232439,754.4787280974792,1003.7064411913979,701.6420935142348,727.5139873851712,499.8014176465085,902.7497931548186,669.8080367423285,60.91405154620148,2.0,481.7646510394593,-96.09975583163713
7113,303.0418768929607,890.2219405785812,265.53257443362133,638.323071768458,89.9850547598753,891.551862976263,962.5145018423397,640.1606928497174,734.7261260381499,506.74749207827256,822.0457460672793,657.1270587859207,74.8561255260697,2.0,358.96485764861626,-153.82624549218667
2554,308.8891637195857,988.7492575269413,271.7981768073391,540.2218744226581,82.62902043167983,1046.3176865458806,922.6766223761114,649.8841185401748,520.2029784104941,470.7454142946318,948.630591737289,816.6767808236383,67.51654869527711,2.0,400.297768573354,26.21428611354287
4689,301.4903252225188,865.0555736031924,266.1702926626479,551.5031595818105,76.58287638217433,1151.4497112798163,805.2669004664102,636.6793257874907,591.7491575116671,536.0825708740297,950.1150324069677,845.298446786229,66.19303586367518,2.0,460.74292364219707,-106.99482481646982
3628,311.4899264323483,858.6561553080998,288.8084937414205,675.0485537059716,115.3327988516333,846.5115113933583,850.2311859183187,638.8633809339127,599.3844925233263,471.5733551431811,1039.2462657118183,919.9738995762431,60.753975334121456,2.0,478.26735103204254,-10.744749327265367
8108,304.05671565793267,750.8954683400633,280.47330012450414,641.5870600155769,96.4544507216407,980.6094916578204,938.5403783601122,731.5063663440784,533.8111167249896,488.9099218080622,1064.6450171526794,722.6084751882549,61.98474735598814,2.0,467.0314425756183,-183.16695132441197
5766,307.34121254717905,884.5652963332783,281.7607019312823,614.049909279164,78.47459622855345,730.008792878052,829.53005282643,620.4441177256602,740.2298574778025,426.7028883436831,,898.0979032585108,66.33999671788389,2.0,479.6325987640383,96.84450647912536
9104,307.973153996709,505.88740843343743,278.1410772275822,685.5310114801354,108.0820170276233,768.1532726537779,860.8912910692368,640.0666912659677,666.8267633357628,498.34165815835445,800.5060344590856,724.1417002728459,60.42580546100458,2.0,489.1587557604462,-223.74250890914914
6408,308.2500232532943,961.4190293076821,271.86918502171113,531.0523478942607,83.60961208505017,852.2308658453757,854.2563106792489,602.5599966590073,663.0763165623596,456.6669940960262,955.6359942060102,852.9942659028159,73.18369322614029,2.0,392.22400697736634,-10.391080524596731
2290,305.8708762693492,838.6436621214633,,587.5113000334711,89.77039266319862,787.5407455023333,889.5023974567963,545.3224790462028,631.3588949409924,492.23851067494877,904.038930766907,937.7244171075538,69.49071729563352,2.0,406.84138931606395,-10.409098047186461
9310,302.13789456862264,896.3674857266358,262.19541154984404,522.4894660702905,78.12446800638914,959.5459429035373,832.5604885868294,618.537375398989,625.2211735181986,552.4088204165973,,941.1419266035562,61.68585988952641,2.0,460.18562557340636,-33.88197847979319
